ADMIN0,ADMIN1,,ADMIN0,ADMIN1,month,year,CS,tmin_mm,tmax_mm,tavg_mm,prcp_mm,battle_cnt,protest_cnt,riot_cnt,explosion_cnt,violence_on_civs_cnt,battle_fatal,protest_fatal,riot_fatal,explosion_fatal,violence_on_civs_fatal,Retail,pop,CS_in_1_month,CS_in_2_months,CS_in_3_months
Ethiopia,Addis Ababa,4312,Ethiopia,Addis Ababa,1.0,2009.0,,90.8181818181818,237.66666666666663,160.66666666666666,42.25,,,,,,,,,,,,3173000.0,,,
Ethiopia,Addis Ababa,4313,Ethiopia,Addis Ababa,2.0,2009.0,,99.61904761904762,252.11764705882354,178.8076923076923,,,,,,,,,,,,,3173000.0,,,
Ethiopia,Addis Ababa,4314,Ethiopia,Addis Ababa,3.0,2009.0,,112.0,277.6,191.421052631579,,,,,,,,,,,,,3173000.0,,,
Ethiopia,Addis Ababa,4315,Ethiopia,Addis Ababa,4.0,2009.0,,114.0,253.5,187.4,3.333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3173000.0,,,1.0
Ethiopia,Addis Ababa,4316,Ethiopia,Addis Ababa,5.0,2009.0,,117.4,268.75,210.7142857142857,41.0,,,,,,,,,,,,3173000.0,,1.0,
Ethiopia,Addis Ababa,4317,Ethiopia,Addis Ababa,6.0,2009.0,,120.36363636363636,263.1666666666667,186.54545454545453,28.4,,,,,,,,,,,,3173000.0,1.0,,
Ethiopia,Addis Ababa,2,Ethiopia,Addis Ababa,7.0,2009.0,1.0,120.29411764705885,216.64285714285717,155.7,88.42105263157896,,,,,,,,,,,,3173000.0,,,1.0
Ethiopia,Addis Ababa,4318,Ethiopia,Addis Ababa,8.0,2009.0,,121.25,209.6,158.89473684210526,64.64705882352939,,,,,,,,,,,,3173000.0,,1.0,
Ethiopia,Addis Ababa,4319,Ethiopia,Addis Ababa,9.0,2009.0,,111.375,226.33333333333331,168.28571428571428,68.375,,,,,,,,,,,,3173000.0,1.0,,
Ethiopia,Addis Ababa,3,Ethiopia,Addis Ababa,10.0,2009.0,1.0,93.57142857142857,225.33333333333331,162.82608695652175,97.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3173000.0,,,1.0
Ethiopia,Addis Ababa,4320,Ethiopia,Addis Ababa,11.0,2009.0,,75.28571428571429,234.375,161.8695652173913,,,,,,,,,,,,,3173000.0,,1.0,
Ethiopia,Addis Ababa,4321,Ethiopia,Addis Ababa,12.0,2009.0,,104.83333333333331,228.0,160.2173913043478,114.0,,,,,,,,,,,,3173000.0,1.0,,
Ethiopia,Addis Ababa,4,Ethiopia,Addis Ababa,1.0,2010.0,1.0,92.0,226.25,155.8,,,,,,,,,,,,,3258000.0,,,1.0
Ethiopia,Addis Ababa,4322,Ethiopia,Addis Ababa,2.0,2010.0,,106.2,272.0,184.83333333333331,5.0,,,,,,,,,,,,3258000.0,,1.0,
Ethiopia,Addis Ababa,4323,Ethiopia,Addis Ababa,3.0,2010.0,,112.0,237.0,172.46666666666667,46.2,,,,,,,,,,,,3258000.0,1.0,,
Ethiopia,Addis Ababa,8,Ethiopia,Addis Ababa,4.0,2010.0,1.0,132.5,236.0,178.83333333333337,67.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,3258000.0,,,2.0
Ethiopia,Addis Ababa,4324,Ethiopia,Addis Ababa,5.0,2010.0,,127.33333333333331,236.2,190.0,19.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3258000.0,,2.0,
Ethiopia,Addis Ababa,4325,Ethiopia,Addis Ababa,6.0,2010.0,,117.3846153846154,234.13333333333333,167.34615384615384,45.111111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3258000.0,2.0,,
Ethiopia,Addis Ababa,5,Ethiopia,Addis Ababa,7.0,2010.0,2.0,120.3125,211.06666666666663,156.32258064516128,72.26086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3258000.0,,,2.0
Ethiopia,Addis Ababa,4326,Ethiopia,Addis Ababa,8.0,2010.0,,121.14285714285714,212.45454545454547,159.06451612903226,39.055555555555564,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3258000.0,,2.0,
Ethiopia,Addis Ababa,4327,Ethiopia,Addis Ababa,9.0,2010.0,,114.3913043478261,218.15384615384616,165.66666666666666,194.22727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3258000.0,2.0,,
Ethiopia,Addis Ababa,1,Ethiopia,Addis Ababa,10.0,2010.0,2.0,100.46666666666668,240.7692307692308,179.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3258000.0,,,1.0
Ethiopia,Addis Ababa,4328,Ethiopia,Addis Ababa,11.0,2010.0,,80.6086956521739,226.3636363636364,162.36666666666667,46.66666666666666,,,,,,,,,,,,3258000.0,,1.0,
Ethiopia,Addis Ababa,4329,Ethiopia,Addis Ababa,12.0,2010.0,,73.04761904761905,225.70588235294116,156.03225806451613,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3258000.0,1.0,,
Ethiopia,Addis Ababa,6,Ethiopia,Addis Ababa,1.0,2011.0,1.0,91.4090909090909,233.5,166.96774193548387,,,,,,,,,,,,,3345000.0,,,1.0
Ethiopia,Addis Ababa,4330,Ethiopia,Addis Ababa,2.0,2011.0,,88.2857142857143,254.35714285714286,175.6785714285714,33.25,,,,,,,,,,,,3345000.0,,1.0,
Ethiopia,Addis Ababa,4331,Ethiopia,Addis Ababa,3.0,2011.0,,107.70833333333331,248.5217391304348,180.67741935483872,40.714285714285715,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3345000.0,1.0,,
Ethiopia,Addis Ababa,7,Ethiopia,Addis Ababa,4.0,2011.0,1.0,125.7894736842105,265.8333333333333,198.56521739130437,17.125,,,,,,,,,,,,3345000.0,,,1.0
Ethiopia,Addis Ababa,4332,Ethiopia,Addis Ababa,5.0,2011.0,,127.5625,255.5,186.2258064516129,35.77777777777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3345000.0,,1.0,
Ethiopia,Addis Ababa,4333,Ethiopia,Addis Ababa,6.0,2011.0,,122.1875,244.11111111111111,173.43333333333337,59.615384615384606,,,,,,,,,,,,3345000.0,1.0,,
Ethiopia,Addis Ababa,20,Ethiopia,Addis Ababa,7.0,2011.0,1.0,120.0,256.0,161.5483870967742,16.833333333333332,,,,,,,,,,,,3345000.0,,,1.0
Ethiopia,Addis Ababa,4334,Ethiopia,Addis Ababa,8.0,2011.0,,,,158.09677419354838,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3345000.0,,1.0,
Ethiopia,Addis Ababa,4335,Ethiopia,Addis Ababa,9.0,2011.0,,108.0,,162.2,44.5,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,3345000.0,1.0,,
Ethiopia,Addis Ababa,31,Ethiopia,Addis Ababa,10.0,2011.0,1.0,87.18181818181819,235.5,172.8275862068965,,,,,,,,,,,,,3345000.0,,,1.0
Ethiopia,Addis Ababa,4336,Ethiopia,Addis Ababa,11.0,2011.0,,107.15384615384615,230.9,167.03333333333333,30.5,,,,,,,,,,,,3345000.0,,1.0,
Ethiopia,Addis Ababa,4337,Ethiopia,Addis Ababa,12.0,2011.0,,69.125,231.4,155.58064516129033,,,,,,,,,,,,,3345000.0,1.0,,
Ethiopia,Addis Ababa,30,Ethiopia,Addis Ababa,1.0,2012.0,1.0,83.5,239.0,165.78571428571428,,,,,,,,,,,,,3434000.0,,,1.0
Ethiopia,Addis Ababa,4338,Ethiopia,Addis Ababa,2.0,2012.0,,88.92307692307692,258.125,173.93103448275863,,,,,,,,,,,,,3434000.0,,1.0,
Ethiopia,Addis Ababa,4339,Ethiopia,Addis Ababa,3.0,2012.0,,93.0,,183.7586206896552,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,,3434000.0,1.0,,
Ethiopia,Addis Ababa,28,Ethiopia,Addis Ababa,4.0,2012.0,1.0,107.5,247.5,178.7,9.4,,,,,,,,,,,,3434000.0,,,1.0
Ethiopia,Addis Ababa,4340,Ethiopia,Addis Ababa,5.0,2012.0,,125.75,282.0,194.29032258064515,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,3434000.0,,1.0,
Ethiopia,Addis Ababa,4341,Ethiopia,Addis Ababa,6.0,2012.0,,123.0,239.28571428571428,177.16666666666663,27.30769230769231,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,3434000.0,1.0,,
Ethiopia,Addis Ababa,29,Ethiopia,Addis Ababa,7.0,2012.0,1.0,118.35714285714286,214.68421052631575,154.6451612903226,165.32142857142858,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,3434000.0,,,1.0
Ethiopia,Addis Ababa,4342,Ethiopia,Addis Ababa,8.0,2012.0,,117.9,204.0769230769231,155.61290322580646,77.17241379310343,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3434000.0,,1.0,
Ethiopia,Addis Ababa,4343,Ethiopia,Addis Ababa,9.0,2012.0,,116.16666666666669,217.33333333333331,161.7,44.125,,,,,,,,,,,,3434000.0,1.0,,
Ethiopia,Addis Ababa,27,Ethiopia,Addis Ababa,10.0,2012.0,1.0,91.94736842105264,238.66666666666663,172.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3434000.0,,,1.0
Ethiopia,Addis Ababa,4344,Ethiopia,Addis Ababa,11.0,2012.0,,91.3,242.72727272727272,170.4,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3434000.0,,1.0,
Ethiopia,Addis Ababa,4345,Ethiopia,Addis Ababa,12.0,2012.0,,89.1304347826087,235.75,164.32258064516128,110.5,,,,,,,,,,,,3434000.0,1.0,,
Ethiopia,Addis Ababa,24,Ethiopia,Addis Ababa,1.0,2013.0,1.0,93.24,240.6875,169.19354838709674,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3525000.0,,,1.0
Ethiopia,Addis Ababa,4346,Ethiopia,Addis Ababa,2.0,2013.0,,100.04761904761904,262.88235294117646,183.57142857142856,,,,,,,,,,,,,3525000.0,,1.0,
Ethiopia,Addis Ababa,4347,Ethiopia,Addis Ababa,3.0,2013.0,,130.05,263.8636363636364,193.09677419354838,41.75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,,3525000.0,1.0,,
Ethiopia,Addis Ababa,25,Ethiopia,Addis Ababa,4.0,2013.0,1.0,133.05,258.85,190.13333333333333,60.125,,,,,,,,,,,,3525000.0,,,1.0
Ethiopia,Addis Ababa,4348,Ethiopia,Addis Ababa,5.0,2013.0,,129.32,252.047619047619,187.24137931034485,40.4,,,,,,,,,,,,3525000.0,,1.0,
Ethiopia,Addis Ababa,4349,Ethiopia,Addis Ababa,6.0,2013.0,,122.27272727272728,235.4,171.22222222222226,27.04347826086957,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3525000.0,1.0,,
Ethiopia,Addis Ababa,26,Ethiopia,Addis Ababa,7.0,2013.0,1.0,119.05882352941177,213.17647058823533,156.80645161290326,49.73913043478261,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3525000.0,,,1.0
Ethiopia,Addis Ababa,4350,Ethiopia,Addis Ababa,8.0,2013.0,,119.33333333333331,205.52380952380955,153.80645161290326,61.07142857142857,0.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,,3525000.0,,1.0,
Ethiopia,Addis Ababa,4351,Ethiopia,Addis Ababa,9.0,2013.0,,113.35,231.421052631579,167.8,49.85,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3525000.0,1.0,,
Ethiopia,Addis Ababa,36,Ethiopia,Addis Ababa,10.0,2013.0,1.0,102.57692307692308,230.5,170.25806451612902,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3525000.0,,,1.0
Ethiopia,Addis Ababa,4352,Ethiopia,Addis Ababa,11.0,2013.0,,94.55,238.5,167.66666666666666,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3525000.0,,1.0,
Ethiopia,Addis Ababa,4353,Ethiopia,Addis Ababa,12.0,2013.0,,73.90476190476191,236.33333333333331,158.38709677419354,,,,,,,,,,,,,3525000.0,1.0,,
Ethiopia,Addis Ababa,32,Ethiopia,Addis Ababa,1.0,2014.0,1.0,94.8846153846154,245.15789473684208,172.25806451612902,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3617000.0,,,1.0
Ethiopia,Addis Ababa,4354,Ethiopia,Addis Ababa,2.0,2014.0,,115.8095238095238,252.91666666666663,181.2142857142857,56.85714285714285,,,,,,,,,,,,3617000.0,,1.0,
Ethiopia,Addis Ababa,4355,Ethiopia,Addis Ababa,3.0,2014.0,,120.34782608695652,262.55,193.0769230769231,15.666666666666664,,,,,,,,,,,,3617000.0,1.0,,
Ethiopia,Addis Ababa,14,Ethiopia,Addis Ababa,4.0,2014.0,1.0,128.84615384615384,264.3,191.3,52.85714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3617000.0,,,1.0
Ethiopia,Addis Ababa,4356,Ethiopia,Addis Ababa,5.0,2014.0,,130.96153846153842,259.82142857142856,191.09677419354838,33.35294117647059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3617000.0,,1.0,
Ethiopia,Addis Ababa,4357,Ethiopia,Addis Ababa,6.0,2014.0,,126.6086956521739,251.52380952380955,187.26666666666668,26.41666666666667,,,,,,,,,,,,3617000.0,1.0,,
Ethiopia,Addis Ababa,19,Ethiopia,Addis Ababa,7.0,2014.0,1.0,124.57692307692308,219.6296296296296,164.29032258064515,44.93333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3617000.0,,,1.0
Ethiopia,Addis Ababa,4358,Ethiopia,Addis Ababa,8.0,2014.0,,119.08695652173913,214.29166666666663,157.51612903225808,47.769230769230774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3617000.0,,1.0,
Ethiopia,Addis Ababa,4359,Ethiopia,Addis Ababa,9.0,2014.0,,119.29629629629628,217.1923076923077,164.86666666666667,40.42307692307692,,,,,,,,,,,,3617000.0,1.0,,
Ethiopia,Addis Ababa,34,Ethiopia,Addis Ababa,10.0,2014.0,1.0,104.71428571428572,231.1304347826087,170.09677419354838,46.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3617000.0,,,1.0
Ethiopia,Addis Ababa,4360,Ethiopia,Addis Ababa,11.0,2014.0,,90.3,236.14285714285717,171.26666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3617000.0,,1.0,
Ethiopia,Addis Ababa,4361,Ethiopia,Addis Ababa,12.0,2014.0,,87.6,228.75,157.25,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3617000.0,1.0,,
Ethiopia,Addis Ababa,33,Ethiopia,Addis Ababa,1.0,2015.0,1.0,85.75,237.35294117647058,163.08333333333334,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3710000.0,,,1.0
Ethiopia,Addis Ababa,4362,Ethiopia,Addis Ababa,2.0,2015.0,,104.84615384615385,263.46153846153845,182.5263157894737,,,,,,,,,,,,,3710000.0,,1.0,
Ethiopia,Addis Ababa,4363,Ethiopia,Addis Ababa,3.0,2015.0,,119.82352941176471,265.29411764705884,189.95833333333331,10.0,,,,,,,,,,,,3710000.0,1.0,,
Ethiopia,Addis Ababa,35,Ethiopia,Addis Ababa,4.0,2015.0,1.0,121.14285714285714,276.0,199.33333333333331,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3710000.0,,,1.0
Ethiopia,Addis Ababa,4364,Ethiopia,Addis Ababa,5.0,2015.0,,128.63636363636363,241.0,189.6296296296296,102.28571428571428,,,,,,,,,,,,3710000.0,,1.0,
Ethiopia,Addis Ababa,4365,Ethiopia,Addis Ababa,6.0,2015.0,,127.95,245.22222222222226,178.16666666666663,38.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3710000.0,1.0,,
Ethiopia,Addis Ababa,16,Ethiopia,Addis Ababa,7.0,2015.0,1.0,125.90476190476191,227.10526315789474,170.48387096774192,48.2962962962963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3710000.0,,,1.0
Ethiopia,Addis Ababa,4366,Ethiopia,Addis Ababa,8.0,2015.0,,123.8846153846154,221.41666666666663,167.32258064516128,69.25925925925925,,,,,,,,,,,,3710000.0,,1.0,
Ethiopia,Addis Ababa,4367,Ethiopia,Addis Ababa,9.0,2015.0,,116.30769230769229,230.6923076923077,172.33333333333337,26.363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3710000.0,1.0,,
Ethiopia,Addis Ababa,15,Ethiopia,Addis Ababa,10.0,2015.0,1.0,117.5,249.5,188.17241379310346,0.0,,,,,,,,,,,,3710000.0,,,
Ethiopia,Addis Ababa,4368,Ethiopia,Addis Ababa,11.0,2015.0,,110.66666666666669,242.33333333333331,174.53333333333333,3.333333333333333,,,,,,,,,,,,3710000.0,,,1.0
Ethiopia,Addis Ababa,4369,Ethiopia,Addis Ababa,12.0,2015.0,,102.5625,238.0,168.70967741935485,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,3710000.0,,1.0,
Ethiopia,Addis Ababa,4370,Ethiopia,Addis Ababa,1.0,2016.0,,112.42857142857143,242.125,174.70967741935485,55.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,1.0,,
Ethiopia,Addis Ababa,17,Ethiopia,Addis Ababa,2.0,2016.0,1.0,111.6,254.33333333333331,185.41379310344828,83.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,,
Ethiopia,Addis Ababa,4371,Ethiopia,Addis Ababa,3.0,2016.0,,139.94444444444446,278.625,207.61290322580646,9.166666666666666,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,3804000.0,,,1.0
Ethiopia,Addis Ababa,4372,Ethiopia,Addis Ababa,4.0,2016.0,,141.14285714285714,242.43478260869568,187.9,70.0625,,,,,,,,,,,,3804000.0,,1.0,
Ethiopia,Addis Ababa,4373,Ethiopia,Addis Ababa,5.0,2016.0,,132.04166666666666,242.36,183.58064516129036,73.5,0.0,1.0,4.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,,3804000.0,1.0,,
Ethiopia,Addis Ababa,13,Ethiopia,Addis Ababa,6.0,2016.0,1.0,122.41666666666669,237.0,170.79310344827587,39.05,0.0,8.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,,3804000.0,,,
Ethiopia,Addis Ababa,4374,Ethiopia,Addis Ababa,7.0,2016.0,,128.35,217.125,161.03225806451613,46.42857142857143,,,,,,,,,,,,3804000.0,,,1.0
Ethiopia,Addis Ababa,4375,Ethiopia,Addis Ababa,8.0,2016.0,,119.73684210526315,216.22727272727272,155.8387096774194,50.42857142857143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,1.0,
Ethiopia,Addis Ababa,4376,Ethiopia,Addis Ababa,9.0,2016.0,,119.5,227.65,162.36666666666667,45.82352941176471,1.0,3.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,2.0,,3804000.0,1.0,,
Ethiopia,Addis Ababa,12,Ethiopia,Addis Ababa,10.0,2016.0,1.0,104.75,239.6206896551724,168.77419354838707,36.81818181818182,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,,
Ethiopia,Addis Ababa,4377,Ethiopia,Addis Ababa,11.0,2016.0,,93.42105263157896,233.56521739130437,161.43333333333334,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,,3804000.0,,,
Ethiopia,Addis Ababa,4378,Ethiopia,Addis Ababa,12.0,2016.0,,71.46666666666667,231.63636363636363,153.9,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,,
Ethiopia,Addis Ababa,4379,Ethiopia,Addis Ababa,1.0,2017.0,,60.43478260869565,248.12,155.8387096774194,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,,
Ethiopia,Addis Ababa,4380,Ethiopia,Addis Ababa,2.0,2017.0,,112.71428571428572,247.0625,175.78571428571428,11.666666666666664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,3804000.0,,,
Ethiopia,Addis Ababa,4381,Ethiopia,Addis Ababa,3.0,2017.0,,124.0,263.3125,187.9333333333333,55.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,,1.0
Ethiopia,Addis Ababa,4382,Ethiopia,Addis Ababa,4.0,2017.0,,123.63157894736842,266.92,196.03333333333333,15.166666666666664,,,,,,,,,,,,3804000.0,,1.0,
Ethiopia,Addis Ababa,4383,Ethiopia,Addis Ababa,5.0,2017.0,,131.41666666666666,250.0,181.1290322580645,73.85714285714286,,,,,,,,,,,,3804000.0,1.0,,
Ethiopia,Addis Ababa,23,Ethiopia,Addis Ababa,6.0,2017.0,1.0,124.2608695652174,250.13636363636363,180.20689655172413,18.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,,
Ethiopia,Addis Ababa,4384,Ethiopia,Addis Ababa,7.0,2017.0,,120.28571428571428,219.85,158.23333333333332,54.66666666666666,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,,1.0
Ethiopia,Addis Ababa,4385,Ethiopia,Addis Ababa,8.0,2017.0,,122.375,217.95,156.90322580645162,67.70833333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,1.0,
Ethiopia,Addis Ababa,4386,Ethiopia,Addis Ababa,9.0,2017.0,,119.0,217.0909090909091,159.5,101.90476190476191,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,1.0,,
Ethiopia,Addis Ababa,18,Ethiopia,Addis Ababa,10.0,2017.0,1.0,105.25,238.3636363636364,171.29032258064515,5.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,,3804000.0,,,
Ethiopia,Addis Ababa,4387,Ethiopia,Addis Ababa,11.0,2017.0,,104.66666666666669,,163.51724137931038,,1.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,30.0,,3804000.0,,,1.0
Ethiopia,Addis Ababa,4388,Ethiopia,Addis Ababa,12.0,2017.0,,67.0,,143.2,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,1.0,
Ethiopia,Addis Ababa,4389,Ethiopia,Addis Ababa,1.0,2018.0,,91.66666666666669,247.0,157.23333333333332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,1.0,,
Ethiopia,Addis Ababa,9,Ethiopia,Addis Ababa,2.0,2018.0,1.0,113.21428571428572,247.28571428571428,176.11111111111111,28.875,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,3804000.0,,,
Ethiopia,Addis Ababa,4390,Ethiopia,Addis Ababa,3.0,2018.0,,117.84210526315788,253.66666666666663,177.56666666666663,15.125,0.0,1.0,4.0,0.0,1.0,0.0,0.0,12.0,0.0,1.0,,3804000.0,,,1.0
Ethiopia,Addis Ababa,4391,Ethiopia,Addis Ababa,4.0,2018.0,,129.13636363636363,246.66666666666663,175.33333333333337,42.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,1.0,
Ethiopia,Addis Ababa,4392,Ethiopia,Addis Ababa,5.0,2018.0,,127.14285714285714,253.88888888888889,178.16666666666663,63.66666666666666,,,,,,,,,,,,3804000.0,1.0,,
Ethiopia,Addis Ababa,11,Ethiopia,Addis Ababa,6.0,2018.0,1.0,122.125,227.33333333333331,163.0,53.75,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,3804000.0,,,
Ethiopia,Addis Ababa,4393,Ethiopia,Addis Ababa,7.0,2018.0,,123.6,214.1,156.73333333333332,47.14285714285714,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,3804000.0,,,1.0
Ethiopia,Addis Ababa,4394,Ethiopia,Addis Ababa,8.0,2018.0,,122.0,206.75,154.26666666666668,55.45454545454545,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,1.0,
Ethiopia,Addis Ababa,4395,Ethiopia,Addis Ababa,9.0,2018.0,,115.44444444444444,229.5263157894737,169.88888888888889,20.181818181818183,1.0,8.0,11.0,0.0,2.0,1.0,5.0,23.0,0.0,6.0,,3804000.0,1.0,,
Ethiopia,Addis Ababa,0,Ethiopia,Addis Ababa,10.0,2018.0,1.0,107.3,237.8125,171.6451612903226,12.75,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,3804000.0,,,
Ethiopia,Addis Ababa,4396,Ethiopia,Addis Ababa,11.0,2018.0,,99.26666666666668,235.46153846153842,167.88461538461542,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,,1.0
Ethiopia,Addis Ababa,4397,Ethiopia,Addis Ababa,12.0,2018.0,,93.35,238.875,163.22580645161293,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,1.0,
Ethiopia,Addis Ababa,4398,Ethiopia,Addis Ababa,1.0,2019.0,,83.73913043478261,250.41666666666663,164.32258064516128,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,1.0,,
Ethiopia,Addis Ababa,10,Ethiopia,Addis Ababa,2.0,2019.0,1.0,119.2,264.75,189.64285714285717,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,,
Ethiopia,Addis Ababa,4399,Ethiopia,Addis Ababa,3.0,2019.0,,132.45833333333334,268.95238095238096,197.25806451612902,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,,1.0
Ethiopia,Addis Ababa,4400,Ethiopia,Addis Ababa,4.0,2019.0,,135.0909090909091,263.93333333333334,188.56666666666663,50.46153846153846,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,,1.0,
Ethiopia,Addis Ababa,4401,Ethiopia,Addis Ababa,5.0,2019.0,,,,202.5217391304348,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3804000.0,1.0,,
