,country,admin1,year,month,battle_cnt,protest_cnt,riot_cnt,explosion_cnt,violence_on_civs_cnt,battle_fatal,protest_fatal,riot_fatal,explosion_fatal,violence_on_civs_fatal
2244,Somalia,Lower Shabelle,2003,12,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2245,Somalia,Lower Shabelle,2003,10,1,0,0,3,1,0.0,0.0,0.0,0.0,0.0
2246,Somalia,Lower Shabelle,2003,9,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0
2247,Somalia,Lower Shabelle,2003,8,0,0,0,0,1,0.0,0.0,0.0,0.0,3.0
2248,Somalia,Lower Shabelle,2003,7,1,0,0,0,0,3.0,0.0,0.0,0.0,0.0
2249,Somalia,Lower Shabelle,2003,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2250,Somalia,Lower Shabelle,2003,4,2,0,0,0,1,1.0,0.0,0.0,0.0,1.0
2251,Somalia,Lower Shabelle,2003,3,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
2252,Somalia,Lower Shabelle,2002,9,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2253,Somalia,Lower Shabelle,2002,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2254,Somalia,Lower Shabelle,2002,5,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
2255,Somalia,Lower Shabelle,2002,2,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
2256,Somalia,Lower Shabelle,2001,10,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2257,Somalia,Lower Shabelle,2001,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2258,Somalia,Lower Shabelle,2001,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2259,Somalia,Lower Shabelle,2000,11,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2260,Somalia,Lower Shabelle,2000,7,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2261,Somalia,Lower Shabelle,2000,3,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2262,Somalia,Lower Shabelle,2000,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2263,Somalia,Lower Shabelle,2000,1,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
2264,Somalia,Lower Shabelle,1999,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2265,Somalia,Lower Shabelle,1999,10,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2266,Somalia,Lower Shabelle,1999,9,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2267,Somalia,Lower Shabelle,1999,8,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2268,Somalia,Lower Shabelle,1999,7,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2269,Somalia,Lower Shabelle,1999,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2270,Somalia,Lower Shabelle,1999,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2271,Somalia,Lower Shabelle,1997,12,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
2272,Somalia,Lower Shabelle,1997,6,1,0,0,0,1,0.0,0.0,0.0,0.0,3.0
2273,South Sudan,Warrap,2020,5,5,0,0,0,7,45.0,0.0,0.0,0.0,9.0
2274,South Sudan,Warrap,2020,4,12,0,0,1,6,33.0,0.0,0.0,0.0,13.0
2275,South Sudan,Warrap,2020,3,11,0,0,0,5,95.0,0.0,0.0,0.0,6.0
2276,South Sudan,Warrap,2020,2,3,0,0,0,8,6.0,0.0,0.0,0.0,5.0
2277,South Sudan,Warrap,2020,1,5,2,0,0,5,26.0,0.0,0.0,0.0,39.0
2278,South Sudan,Warrap,2019,12,1,0,0,0,2,9.0,0.0,0.0,0.0,4.0
2279,South Sudan,Warrap,2019,11,1,0,0,0,5,14.0,0.0,0.0,0.0,14.0
2280,South Sudan,Warrap,2019,10,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
2281,South Sudan,Warrap,2019,9,3,0,0,0,2,31.0,0.0,0.0,0.0,4.0
2282,South Sudan,Warrap,2019,8,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2283,South Sudan,Warrap,2019,7,3,0,0,0,2,30.0,0.0,0.0,0.0,4.0
2284,South Sudan,Warrap,2019,6,2,0,1,0,3,15.0,0.0,0.0,0.0,6.0
2285,South Sudan,Warrap,2019,5,4,0,0,0,5,23.0,0.0,0.0,0.0,5.0
2286,South Sudan,Warrap,2019,4,3,0,0,0,6,11.0,0.0,0.0,0.0,21.0
2287,South Sudan,Warrap,2019,3,2,0,0,0,5,3.0,0.0,0.0,0.0,20.0
2288,South Sudan,Warrap,2019,2,1,0,0,0,4,1.0,0.0,0.0,0.0,12.0
2289,South Sudan,Warrap,2019,1,1,1,0,0,7,0.0,0.0,0.0,0.0,158.0
2290,South Sudan,Warrap,2018,12,5,0,0,0,3,21.0,0.0,0.0,0.0,5.0
2291,South Sudan,Warrap,2018,11,3,0,0,0,0,12.0,0.0,0.0,0.0,0.0
2292,South Sudan,Warrap,2018,10,1,0,0,0,1,0.0,0.0,0.0,0.0,7.0
2293,South Sudan,Warrap,2018,9,0,0,0,0,2,0.0,0.0,0.0,0.0,2.0
2294,South Sudan,Warrap,2018,8,3,0,0,0,1,14.0,0.0,0.0,0.0,1.0
2295,South Sudan,Warrap,2018,7,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
2296,South Sudan,Warrap,2018,6,1,0,0,0,2,4.0,0.0,0.0,0.0,33.0
2297,South Sudan,Warrap,2018,5,3,0,1,0,5,3.0,0.0,3.0,0.0,7.0
2298,South Sudan,Warrap,2018,4,1,0,0,0,1,15.0,0.0,0.0,0.0,1.0
2299,South Sudan,Warrap,2018,3,3,0,0,0,2,38.0,0.0,0.0,0.0,5.0
2300,South Sudan,Warrap,2018,2,4,1,0,0,1,39.0,0.0,0.0,0.0,4.0
2301,South Sudan,Warrap,2018,1,2,1,0,0,3,0.0,0.0,0.0,0.0,3.0
2302,South Sudan,Warrap,2017,12,2,1,0,0,1,43.0,0.0,0.0,0.0,0.0
2303,South Sudan,Warrap,2017,11,0,1,0,0,1,0.0,0.0,0.0,0.0,7.0
2304,South Sudan,Warrap,2017,10,2,0,0,0,6,0.0,0.0,0.0,0.0,7.0
2305,South Sudan,Warrap,2017,9,4,0,0,0,4,25.0,0.0,0.0,0.0,6.0
2306,South Sudan,Warrap,2017,8,1,0,0,0,6,0.0,0.0,0.0,0.0,5.0
2307,South Sudan,Warrap,2017,7,1,0,0,0,11,18.0,0.0,0.0,0.0,27.0
2308,South Sudan,Warrap,2017,6,3,0,0,1,3,38.0,0.0,0.0,0.0,4.0
2309,South Sudan,Warrap,2017,5,4,0,0,0,2,32.0,0.0,0.0,0.0,2.0
2310,South Sudan,Warrap,2017,4,5,0,0,1,1,25.0,0.0,0.0,1.0,1.0
2311,South Sudan,Warrap,2017,3,1,0,0,0,4,17.0,0.0,0.0,0.0,4.0
2312,South Sudan,Warrap,2017,2,0,0,0,0,3,0.0,0.0,0.0,0.0,4.0
2313,South Sudan,Warrap,2017,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
2314,South Sudan,Warrap,2016,12,1,0,0,0,2,7.0,0.0,0.0,0.0,5.0
2315,South Sudan,Warrap,2016,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2316,South Sudan,Warrap,2016,10,0,0,0,0,3,0.0,0.0,0.0,0.0,3.0
2317,South Sudan,Warrap,2016,9,4,0,0,0,2,46.0,0.0,0.0,0.0,2.0
2318,South Sudan,Warrap,2016,8,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0
2319,South Sudan,Warrap,2016,7,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
2320,South Sudan,Warrap,2016,6,0,0,0,0,2,0.0,0.0,0.0,0.0,4.0
2321,South Sudan,Warrap,2016,5,1,1,0,0,3,1.0,0.0,0.0,0.0,9.0
2322,South Sudan,Warrap,2016,4,0,0,1,1,3,0.0,0.0,0.0,0.0,4.0
2323,South Sudan,Warrap,2016,3,2,0,0,0,2,7.0,0.0,0.0,0.0,1.0
2324,South Sudan,Warrap,2016,2,2,1,0,0,3,1.0,0.0,0.0,0.0,16.0
2325,South Sudan,Warrap,2016,1,3,0,0,0,1,45.0,0.0,0.0,0.0,8.0
2326,South Sudan,Warrap,2015,12,1,0,0,0,2,37.0,0.0,0.0,0.0,4.0
2327,South Sudan,Warrap,2015,11,0,1,0,1,2,0.0,0.0,0.0,2.0,28.0
2328,South Sudan,Warrap,2015,10,5,0,0,0,1,113.0,0.0,0.0,0.0,2.0
2329,South Sudan,Warrap,2015,8,0,1,0,1,1,0.0,0.0,0.0,0.0,6.0
2330,South Sudan,Warrap,2015,7,1,0,0,1,1,19.0,0.0,0.0,1.0,1.0
2331,South Sudan,Warrap,2015,6,0,1,0,0,2,0.0,0.0,0.0,0.0,2.0
2332,South Sudan,Warrap,2015,5,3,0,0,0,2,29.0,0.0,0.0,0.0,2.0
2333,South Sudan,Warrap,2015,4,3,0,0,1,1,39.0,0.0,0.0,0.0,6.0
2334,South Sudan,Warrap,2015,3,2,0,0,0,2,6.0,0.0,0.0,0.0,10.0
2335,South Sudan,Warrap,2015,2,3,0,0,0,3,13.0,0.0,0.0,0.0,13.0
2336,South Sudan,Warrap,2015,1,0,0,1,0,3,0.0,0.0,1.0,0.0,5.0
2337,South Sudan,Warrap,2014,12,1,0,0,1,4,0.0,0.0,0.0,3.0,15.0
2338,South Sudan,Warrap,2014,11,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0
2339,South Sudan,Warrap,2014,9,2,1,0,0,1,51.0,0.0,0.0,0.0,2.0
2340,South Sudan,Warrap,2014,8,0,0,0,0,2,0.0,0.0,0.0,0.0,2.0
2341,South Sudan,Warrap,2014,7,2,0,1,0,3,8.0,0.0,0.0,0.0,28.0
2342,South Sudan,Warrap,2014,6,0,1,0,0,2,0.0,0.0,0.0,0.0,8.0
2343,South Sudan,Warrap,2014,5,1,0,0,0,0,62.0,0.0,0.0,0.0,0.0
2344,South Sudan,Warrap,2014,4,2,0,0,0,1,113.0,0.0,0.0,0.0,0.0
2345,South Sudan,Warrap,2014,3,5,0,0,0,5,93.0,0.0,0.0,0.0,36.0
2346,South Sudan,Warrap,2014,2,4,0,0,0,3,16.0,0.0,0.0,0.0,34.0
2347,South Sudan,Warrap,2014,1,2,0,0,0,5,8.0,0.0,0.0,0.0,62.0
2348,South Sudan,Warrap,2013,12,0,0,0,0,1,0.0,0.0,0.0,0.0,30.0
2349,South Sudan,Warrap,2013,10,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2350,South Sudan,Warrap,2013,9,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0
2351,South Sudan,Warrap,2013,8,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2352,South Sudan,Warrap,2013,6,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
2353,South Sudan,Warrap,2013,5,1,0,0,0,2,8.0,0.0,0.0,0.0,38.0
2354,South Sudan,Warrap,2013,4,1,0,0,0,2,16.0,0.0,0.0,0.0,9.0
2355,South Sudan,Warrap,2013,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2356,South Sudan,Warrap,2013,2,5,1,0,0,3,145.0,0.0,0.0,0.0,24.0
2357,South Sudan,Warrap,2013,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2358,South Sudan,Warrap,2012,12,1,0,0,0,1,31.0,0.0,0.0,0.0,0.0
2359,South Sudan,Warrap,2012,11,0,0,1,0,2,0.0,0.0,1.0,0.0,81.0
2360,South Sudan,Warrap,2012,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2361,South Sudan,Warrap,2012,9,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
2362,South Sudan,Warrap,2012,8,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2363,South Sudan,Warrap,2012,7,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2364,South Sudan,Warrap,2012,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2365,South Sudan,Warrap,2012,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2366,South Sudan,Warrap,2012,4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2367,South Sudan,Warrap,2012,1,0,0,0,0,1,0.0,0.0,0.0,0.0,40.0
2368,South Sudan,Warrap,2011,8,0,0,0,1,0,0.0,0.0,0.0,4.0,0.0
2369,South Sudan,Warrap,2011,6,2,0,0,2,1,20.0,0.0,0.0,0.0,29.0
2370,South Sudan,Warrap,2011,5,12,0,0,1,4,212.0,0.0,0.0,0.0,71.0
2371,South Sudan,Warrap,2011,4,6,0,0,1,0,254.0,0.0,0.0,2.0,0.0
2372,South Sudan,Warrap,2011,3,2,0,0,0,2,100.0,0.0,0.0,0.0,5.0
2373,South Sudan,Warrap,2011,2,1,0,0,0,1,10.0,0.0,0.0,0.0,3.0
2374,South Sudan,Warrap,2011,1,5,0,0,0,2,36.0,0.0,0.0,0.0,7.0
2375,South Sudan,Warrap,2010,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2376,South Sudan,Warrap,2010,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2377,South Sudan,Warrap,2010,7,1,1,0,0,1,1.0,0.0,0.0,0.0,4.0
2378,South Sudan,Warrap,2010,6,4,0,0,0,2,46.0,0.0,0.0,0.0,6.0
2379,South Sudan,Warrap,2010,5,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2380,South Sudan,Warrap,2010,3,2,0,0,0,1,3.0,0.0,0.0,0.0,5.0
2381,South Sudan,Warrap,2010,1,2,0,0,0,0,184.0,0.0,0.0,0.0,0.0
2382,South Sudan,Warrap,2009,12,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2383,South Sudan,Warrap,2009,8,2,0,0,0,1,0.0,0.0,0.0,0.0,30.0
2384,South Sudan,Warrap,2009,4,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
2385,South Sudan,Warrap,2009,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2386,South Sudan,Warrap,2009,1,3,0,0,0,0,24.0,0.0,0.0,0.0,0.0
2387,South Sudan,Warrap,2008,12,2,0,0,0,0,18.0,0.0,0.0,0.0,0.0
2388,South Sudan,Warrap,2008,11,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2389,South Sudan,Warrap,2008,7,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2390,South Sudan,Warrap,2008,6,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2391,South Sudan,Warrap,2008,5,5,0,0,1,2,88.0,0.0,0.0,0.0,0.0
2392,South Sudan,Warrap,2008,4,1,0,0,0,1,0.0,0.0,0.0,0.0,2.0
2393,South Sudan,Warrap,2008,3,0,0,0,0,1,0.0,0.0,0.0,0.0,3.0
2394,South Sudan,Warrap,2008,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2395,South Sudan,Warrap,2006,3,1,0,0,0,0,12.0,0.0,0.0,0.0,0.0
2396,South Sudan,Warrap,2004,10,1,0,0,0,0,3.0,0.0,0.0,0.0,0.0
2397,South Sudan,Warrap,2004,6,1,0,0,0,0,16.0,0.0,0.0,0.0,0.0
2398,South Sudan,Warrap,2004,4,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0
2399,South Sudan,Warrap,2004,3,2,0,0,0,1,124.0,0.0,0.0,0.0,0.0
2400,South Sudan,Warrap,2003,6,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2401,South Sudan,Warrap,2003,1,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
2402,South Sudan,Warrap,2002,9,0,0,0,1,0,0.0,0.0,0.0,3.0,0.0
2403,South Sudan,Warrap,2002,7,6,0,0,1,1,0.0,0.0,0.0,0.0,0.0
2404,South Sudan,Warrap,2002,6,5,0,0,1,1,40.0,0.0,0.0,0.0,2.0
2405,South Sudan,Warrap,2002,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2406,South Sudan,Warrap,2001,6,0,0,0,1,0,0.0,0.0,0.0,2.0,0.0
2407,South Sudan,Warrap,2001,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2408,South Sudan,Warrap,2000,12,0,0,0,1,0,0.0,0.0,0.0,2.0,0.0
2409,South Sudan,Warrap,2000,11,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
2410,South Sudan,Warrap,2000,8,0,0,0,1,0,0.0,0.0,0.0,8.0,0.0
2411,South Sudan,Warrap,2000,6,9,0,0,0,2,292.0,0.0,0.0,0.0,7.0
2412,South Sudan,Warrap,1999,5,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2413,South Sudan,Warrap,1998,7,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2414,South Sudan,Warrap,1998,5,4,0,0,0,2,0.0,0.0,0.0,0.0,200.0
2415,South Sudan,Warrap,1998,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2416,South Sudan,Warrap,1998,3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2417,South Sudan,Warrap,1998,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2418,South Sudan,Warrap,1998,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2419,South Sudan,Warrap,1997,7,2,0,0,0,0,5.0,0.0,0.0,0.0,0.0
2420,South Sudan,Warrap,1997,6,1,0,0,0,1,185.0,0.0,0.0,0.0,142.0
2421,South Sudan,Warrap,1997,5,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2422,South Sudan,Warrap,1997,3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423,Uganda,Western,2020,5,0,3,2,0,3,0.0,0.0,2.0,0.0,1.0
2424,Uganda,Western,2020,4,2,2,12,0,4,5.0,0.0,7.0,0.0,0.0
2425,Uganda,Western,2020,3,0,1,3,0,1,0.0,0.0,3.0,0.0,0.0
2426,Uganda,Western,2020,2,0,5,4,0,2,0.0,0.0,3.0,0.0,1.0
2427,Uganda,Western,2020,1,0,3,0,0,1,0.0,0.0,0.0,0.0,0.0
2428,Uganda,Western,2019,12,0,2,1,0,1,0.0,0.0,1.0,0.0,1.0
2429,Uganda,Western,2019,11,0,0,1,0,1,0.0,0.0,1.0,0.0,0.0
2430,Uganda,Western,2019,10,0,2,2,0,2,0.0,0.0,0.0,0.0,3.0
2431,Uganda,Western,2019,9,0,3,7,0,1,0.0,0.0,4.0,0.0,2.0
2432,Uganda,Western,2019,8,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0
2433,Uganda,Western,2019,7,0,0,3,0,1,0.0,0.0,3.0,0.0,0.0
2434,Uganda,Western,2019,6,0,0,2,0,1,0.0,0.0,1.0,0.0,0.0
2435,Uganda,Western,2019,5,1,4,3,0,1,1.0,0.0,2.0,0.0,2.0
2436,Uganda,Western,2019,4,0,0,6,0,1,0.0,0.0,3.0,0.0,0.0
2437,Uganda,Western,2019,3,2,1,1,0,3,2.0,0.0,0.0,0.0,5.0
2438,Uganda,Western,2019,2,1,1,4,0,2,1.0,0.0,1.0,0.0,5.0
2439,Uganda,Western,2019,1,0,0,1,0,4,0.0,0.0,1.0,0.0,2.0
2440,Uganda,Western,2018,12,0,3,3,0,4,0.0,0.0,1.0,0.0,2.0
2441,Uganda,Western,2018,11,1,1,2,0,7,1.0,0.0,1.0,0.0,13.0
2442,Uganda,Western,2018,10,0,4,5,0,0,0.0,0.0,3.0,0.0,0.0
2443,Uganda,Western,2018,9,1,1,2,0,0,4.0,0.0,0.0,0.0,0.0
2444,Uganda,Western,2018,8,0,2,1,0,5,0.0,1.0,0.0,0.0,0.0
2445,Uganda,Western,2018,7,0,1,4,0,6,0.0,0.0,2.0,0.0,2.0
2446,Uganda,Western,2018,6,0,2,4,0,1,0.0,0.0,0.0,0.0,2.0
2447,Uganda,Western,2018,5,0,0,5,0,1,0.0,0.0,3.0,0.0,0.0
2448,Uganda,Western,2018,4,0,6,5,0,1,0.0,0.0,2.0,0.0,1.0
2449,Uganda,Western,2018,3,1,4,1,0,2,0.0,0.0,1.0,0.0,0.0
2450,Uganda,Western,2018,2,0,0,2,0,0,0.0,0.0,2.0,0.0,0.0
2451,Uganda,Western,2018,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2452,Uganda,Western,2017,12,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2453,Uganda,Western,2017,11,1,2,2,0,0,1.0,0.0,0.0,0.0,0.0
2454,Uganda,Western,2017,10,0,2,7,0,0,0.0,0.0,2.0,0.0,0.0
2455,Uganda,Western,2017,9,0,4,2,0,2,0.0,0.0,0.0,0.0,1.0
2456,Uganda,Western,2017,8,1,1,2,0,1,1.0,0.0,1.0,0.0,0.0
2457,Uganda,Western,2017,7,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0
2458,Uganda,Western,2017,6,0,1,4,0,4,0.0,0.0,0.0,0.0,6.0
2459,Uganda,Western,2017,5,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2460,Uganda,Western,2017,4,0,3,2,0,1,0.0,0.0,0.0,0.0,0.0
2461,Uganda,Western,2017,3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2462,Uganda,Western,2017,2,2,0,1,0,0,2.0,0.0,0.0,0.0,0.0
2463,Uganda,Western,2017,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2464,Uganda,Western,2016,12,0,0,0,0,2,0.0,0.0,0.0,0.0,2.0
2465,Uganda,Western,2016,11,6,0,0,0,0,192.0,0.0,0.0,0.0,0.0
2466,Uganda,Western,2016,10,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0
2467,Uganda,Western,2016,9,1,0,1,0,0,7.0,0.0,0.0,0.0,0.0
2468,Uganda,Western,2016,8,0,2,6,0,0,0.0,0.0,0.0,0.0,0.0
2469,Uganda,Western,2016,7,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0
2470,Uganda,Western,2016,6,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0
2471,Uganda,Western,2016,5,1,6,4,0,0,4.0,0.0,0.0,0.0,0.0
2472,Uganda,Western,2016,4,1,1,7,0,0,4.0,0.0,0.0,0.0,0.0
2473,Uganda,Western,2016,3,3,3,8,0,1,12.0,0.0,7.0,0.0,2.0
2474,Uganda,Western,2016,2,0,1,0,0,1,0.0,0.0,0.0,0.0,10.0
2475,Uganda,Western,2016,1,0,1,5,0,2,0.0,0.0,0.0,0.0,0.0
2476,Uganda,Western,2015,12,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0
2477,Uganda,Western,2015,11,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0
2478,Uganda,Western,2015,10,0,4,8,0,1,0.0,0.0,0.0,0.0,0.0
2479,Uganda,Western,2015,9,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
2480,Uganda,Western,2015,8,0,2,2,0,0,0.0,0.0,0.0,0.0,0.0
2481,Uganda,Western,2015,7,3,3,1,0,0,3.0,0.0,0.0,0.0,0.0
2482,Uganda,Western,2015,6,0,3,0,0,1,0.0,0.0,0.0,0.0,0.0
2483,Uganda,Western,2015,5,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0
2484,Uganda,Western,2015,4,0,1,4,0,0,0.0,0.0,2.0,0.0,0.0
2485,Uganda,Western,2015,3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2486,Uganda,Western,2015,1,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0
2487,Uganda,Western,2014,12,1,0,0,0,3,0.0,0.0,0.0,0.0,2.0
2488,Uganda,Western,2014,10,0,0,1,0,2,0.0,0.0,0.0,0.0,2.0
2489,Uganda,Western,2014,9,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2490,Uganda,Western,2014,8,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0
2491,Uganda,Western,2014,7,4,0,0,0,7,90.0,0.0,0.0,0.0,52.0
2492,Uganda,Western,2014,6,0,1,1,0,2,0.0,0.0,3.0,0.0,3.0
2493,Uganda,Western,2014,4,0,0,0,0,1,0.0,0.0,0.0,0.0,11.0
2494,Uganda,Western,2013,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2495,Uganda,Western,2013,10,1,0,0,0,2,4.0,0.0,0.0,0.0,4.0
2496,Uganda,Western,2013,9,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2497,Uganda,Western,2013,7,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0
2498,Uganda,Western,2013,6,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2499,Uganda,Western,2013,5,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2500,Uganda,Western,2013,4,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0
2501,Uganda,Western,2013,2,0,0,1,0,1,0.0,0.0,0.0,0.0,1.0
2502,Uganda,Western,2013,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
2503,Uganda,Western,2012,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2504,Uganda,Western,2012,10,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0
2505,Uganda,Western,2012,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2506,Uganda,Western,2012,8,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2507,Uganda,Western,2012,7,2,0,0,0,0,5.0,0.0,0.0,0.0,0.0
2508,Uganda,Western,2012,5,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0
2509,Uganda,Western,2012,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2510,Uganda,Western,2012,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2511,Uganda,Western,2012,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2512,Uganda,Western,2012,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2513,Uganda,Western,2011,5,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0
2514,Uganda,Western,2011,4,0,2,0,0,0,0.0,1.0,0.0,0.0,0.0
2515,Uganda,Western,2011,3,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0
2516,Uganda,Western,2011,2,2,0,0,0,1,2.0,0.0,0.0,0.0,0.0
2517,Uganda,Western,2011,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2518,Uganda,Western,2010,11,1,0,0,0,0,10.0,0.0,0.0,0.0,0.0
2519,Uganda,Western,2010,10,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2520,Uganda,Western,2010,9,0,1,1,0,1,0.0,2.0,0.0,0.0,1.0
2521,Uganda,Western,2010,8,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0
2522,Uganda,Western,2010,6,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2523,Uganda,Western,2010,3,0,0,2,0,1,0.0,0.0,0.0,0.0,1.0
2524,Uganda,Western,2010,2,0,0,0,0,2,0.0,0.0,0.0,0.0,2.0
2525,Uganda,Western,2010,1,2,0,0,0,3,0.0,0.0,0.0,0.0,0.0
2526,Uganda,Western,2009,12,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
2527,Uganda,Western,2009,10,1,2,0,0,0,2.0,0.0,0.0,0.0,0.0
2528,Uganda,Western,2009,8,0,0,1,0,1,0.0,0.0,1.0,0.0,0.0
2529,Uganda,Western,2009,6,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0
2530,Uganda,Western,2009,5,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
2531,Uganda,Western,2009,3,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
