,ADMIN0,ADMIN1,month,year,CS,tmin_mm,tmax_mm,tavg_mm,prcp_mm,battle_cnt,protest_cnt,riot_cnt,explosion_cnt,violence_on_civs_cnt,battle_fatal,protest_fatal,riot_fatal,explosion_fatal,violence_on_civs_fatal,Retail,pop
973,Sudan,West Kordofan,2.0,2018.0,2.0,,,,,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,,
974,Sudan,West Kordofan,2.0,2016.0,2.0,,,,,1.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,4.0,1.0116829664696732,
975,Sudan,West Kordofan,6.0,2019.0,2.2,,,,,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,
976,Sudan,West Kordofan,2.0,2019.0,2.0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.292437059447908,
977,Sudan,West Kordofan,12.0,2018.0,2.0,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5689801131915235,
978,Sudan,West Kordofan,1.0,2010.0,1.5,177.375,335.3,261.83529411764704,101.5,,,,,,,,,,,,
979,Sudan,West Kordofan,10.0,2009.0,2.5,227.89583333333331,372.52232142857144,303.9713804713805,100.0,,,,,,,,,,,,
980,Sudan,West Kordofan,7.0,2011.0,2.5,230.42857142857142,377.0,290.625,225.6,,,,,,,,,,,,
981,Sudan,West Kordofan,4.0,2012.0,2.6,235.0,415.0,323.3333333333333,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
982,Sudan,West Kordofan,1.0,2013.0,2.2,187.5,372.22222222222223,274.6923076923077,,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,,
983,Sudan,West Kordofan,4.0,2013.0,2.2,246.56842105263155,414.3538961038961,337.5846153846154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
984,Sudan,West Kordofan,10.0,2018.0,2.3333333333333335,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.941253549848806,
985,Sudan,West Kordofan,1.0,2011.0,2.0,139.8,308.85714285714283,217.52941176470588,480.6666666666667,4.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,7.0,,
986,Sudan,West Kordofan,10.0,2012.0,2.2,227.79166666666669,367.3068181818182,303.4166666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
987,Sudan,West Kordofan,6.0,2017.0,2.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0286894066690748,
988,Sudan,West Kordofan,4.0,2011.0,2.0,244.78571428571428,412.2307692307692,340.0625,721.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
989,Sudan,West Kordofan,1.0,2014.0,2.0,145.35714285714286,335.08333333333337,264.5,,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,18.0,,
990,Sudan,West Kordofan,7.0,2014.0,2.4,,,,,3.0,1.0,0.0,0.0,2.0,87.0,0.0,0.0,0.0,10.0,,
991,Sudan,West Kordofan,10.0,2014.0,2.0,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
992,Sudan,West Kordofan,7.0,2012.0,2.5,220.5,346.0,263.0,225.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,
993,Sudan,West Kordofan,1.0,2015.0,2.0,160.0,373.0,248.0,,1.0,0.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,5.0,,
994,Sudan,West Kordofan,4.0,2015.0,2.0,,,,,4.0,1.0,0.0,1.0,5.0,45.0,0.0,0.0,1.0,11.0,0.8611155719439898,
995,Sudan,West Kordofan,6.0,2016.0,2.4,,,,,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,9.0,1.1211061003641023,
996,Sudan,West Kordofan,6.0,2018.0,2.6,,,,,,,,,,,,,,,2.5917494940195107,
997,Sudan,West Kordofan,10.0,2013.0,2.0,206.35714285714286,379.06666666666666,302.90909090909093,,,,,,,,,,,,,
998,Sudan,West Kordofan,7.0,2015.0,2.0,,,316.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4915633686764148,
999,Sudan,West Kordofan,10.0,2016.0,2.0,,,,,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.2699976509903577,
1000,Sudan,West Kordofan,10.0,2015.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1959573185851036,
1001,Sudan,West Kordofan,10.0,2019.0,2.2,,,,,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.22836767529432,
1002,Sudan,West Kordofan,10.0,2017.0,2.0,,,,,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.360161607306468,
1003,Sudan,West Kordofan,7.0,2009.0,2.5,233.34375,349.2739130434783,294.7142857142857,107.75,,,,,,,,,,,,
1004,Sudan,West Kordofan,7.0,2010.0,2.0,,359.55555555555554,290.5,9.333333333333334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,,
1005,Sudan,West Kordofan,4.0,2010.0,1.5,256.62254901960785,424.025,356.0,,,,,,,,,,,,,
1006,Sudan,West Kordofan,10.0,2011.0,2.0,215.45,368.2,304.3125,30.0,,,,,,,,,,,,
1007,Sudan,West Kordofan,4.0,2014.0,2.4,,,,,2.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,,
1008,Sudan,West Kordofan,7.0,2013.0,2.0,242.54545454545456,355.1333333333333,295.525,9.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,
1009,Sudan,West Kordofan,1.0,2012.0,2.0,142.5,297.3333333333333,239.75,,,,,,,,,,,,,
1010,Sudan,White Nile,2.0,2018.0,2.4,,,,,,,,,,,,,,,2.2578860431176584,2321000.0
1011,Sudan,White Nile,2.0,2016.0,2.0,,,,,,,,,,,,,,,1.0251502813113849,2321000.0
1012,Sudan,White Nile,6.0,2019.0,2.2,,,,,0.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.9657745907017516,2321000.0
1013,Sudan,White Nile,2.0,2019.0,1.75,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2179323849753056,2321000.0
1014,Sudan,White Nile,10.0,2018.0,2.5,,,,,,,,,,,,,,,2.9817406813137497,2321000.0
1015,Sudan,White Nile,6.0,2017.0,2.25,,,,,1.0,0.0,1.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.10751131656789922,2321000.0
1016,Sudan,White Nile,7.0,2014.0,2.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2189000.0
1017,Sudan,White Nile,10.0,2014.0,1.5,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2189000.0
1018,Sudan,White Nile,1.0,2015.0,1.5,200.0,345.5,256.5,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2254000.0
1019,Sudan,White Nile,4.0,2015.0,2.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4514196007368706,2254000.0
1020,Sudan,White Nile,12.0,2018.0,1.6666666666666667,158.0,304.5,205.0,,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5285624149183827,2321000.0
1021,Sudan,White Nile,6.0,2016.0,2.5,,,,,,,,,,,,,,,1.032675445303555,2321000.0
1022,Sudan,White Nile,6.0,2018.0,2.2,,,,,,,,,,,,,,,3.3084984834198554,2321000.0
1023,Sudan,White Nile,7.0,2015.0,2.0,,,346.5,,,,,,,,,,,,0.4959212524036984,2254000.0
1024,Sudan,White Nile,10.0,2016.0,2.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6909875493734392,2321000.0
1025,Sudan,White Nile,10.0,2015.0,2.0,,,,,,,,,,,,,,,0.9306299269644333,2254000.0
1026,Sudan,White Nile,10.0,2019.0,2.2,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.756712263739676,2321000.0
1027,Sudan,White Nile,7.0,2009.0,1.0,239.33333333333331,368.8298611111111,298.5652173913044,59.9375,,,,,,,,,,,,1895000.0
1028,Sudan,White Nile,10.0,2009.0,1.0,239.92083333333335,398.66410256410256,317.28846153846155,2.5,,,,,,,,,,,,1895000.0
1029,Sudan,White Nile,1.0,2010.0,1.0,190.76666666666665,353.51666666666665,265.41666666666663,,,,,,,,,,,,1.0478585211123188,1950000.0
1030,Sudan,White Nile,7.0,2010.0,2.0,256.2916666666667,361.925,302.6388888888889,20.125,,,,,,,,,,,1.4963596336983014,1950000.0
1031,Sudan,White Nile,1.0,2011.0,1.0,156.96428571428572,311.91666666666663,229.01041666666669,622.0,,,,,,,,,,,0.5447036734190603,2005000.0
1032,Sudan,White Nile,4.0,2011.0,1.0,239.25,416.1,319.22916666666663,721.0,,,,,,,,,,,0.17919225359321786,2005000.0
1033,Sudan,White Nile,4.0,2010.0,1.5,243.85714285714286,428.28125,336.2166666666667,,,,,,,,,,,,1.080033941057163,1950000.0
1034,Sudan,White Nile,10.0,2017.0,2.25,,,,,,,,,,,,,,,0.5904525078765592,2321000.0
1035,Sudan,White Nile,10.0,2011.0,2.0,240.04166666666669,368.3,309.3375,20.0,,,,,,,,,,,0.8305664992151364,2005000.0
1036,Sudan,White Nile,7.0,2011.0,2.0,263.35,384.66666666666663,319.3095238095238,224.33333333333334,,,,,,,,,,,0.5363177310248757,2005000.0
1037,Sudan,White Nile,4.0,2014.0,1.5,259.6,404.91666666666663,328.3333333333333,,,,,,,,,,,,,2189000.0
1038,Sudan,White Nile,1.0,2013.0,1.0,192.25,328.0178571428571,244.1,,,,,,,,,,,,,2126000.0
1039,Sudan,White Nile,4.0,2013.0,1.5,237.875,406.66764705882355,322.91203703703707,,,,,,,,,,,,,2126000.0
1040,Sudan,White Nile,7.0,2013.0,1.5,259.3125,383.86842105263156,319.7261904761905,20.5,,,,,,,,,,,,2126000.0
1041,Sudan,White Nile,10.0,2012.0,1.0,245.43333333333334,386.5,305.7833333333333,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2066000.0
1042,Sudan,White Nile,4.0,2012.0,1.5,226.5,408.33333333333337,325.91666666666663,,,,,,,,,,,,,2066000.0
1043,Sudan,White Nile,7.0,2012.0,1.5,226.33333333333331,344.70833333333337,271.825,164.16666666666669,,,,,,,,,,,,2066000.0
1044,Sudan,White Nile,1.0,2012.0,1.5,170.0,297.66666666666663,221.2,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1472675919464912,2066000.0
1045,Sudan,White Nile,1.0,2014.0,1.0,175.94590643274853,330.0394736842105,247.2199074074074,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2189000.0
1046,Sudan,White Nile,10.0,2013.0,1.0,242.92857142857144,376.42105263157896,301.2457264957265,,,,,,,,,,,,,2126000.0
1047,South Sudan,Central Equatoria,2.0,2018.0,2.6,,,297.5,,8.0,1.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,5.0,,1634000.0
1048,South Sudan,Central Equatoria,2.0,2016.0,1.5,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,,1634000.0
1049,South Sudan,Central Equatoria,6.0,2019.0,2.6666666666666665,,,,,3.0,1.0,1.0,0.0,2.0,25.0,0.0,0.0,0.0,1.0,,1634000.0
1050,South Sudan,Central Equatoria,2.0,2019.0,2.75,,390.0,323.1666666666667,,11.0,0.0,0.0,0.0,17.0,40.0,0.0,0.0,0.0,16.0,,1634000.0
1051,South Sudan,Central Equatoria,1.0,2010.0,1.5,255.0,392.5,299.0,,,,,,,,,,,,,1345000.0
1052,South Sudan,Central Equatoria,10.0,2009.0,2.0,218.75,338.3333333333333,291.2,71.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,8.0,,1292000.0
1053,South Sudan,Central Equatoria,10.0,2018.0,2.6666666666666665,216.66666666666666,357.5,301.0,5.0,21.0,1.0,1.0,0.0,13.0,33.0,0.0,0.0,0.0,36.0,,1634000.0
1054,South Sudan,Central Equatoria,6.0,2017.0,2.75,,,288.42857142857144,,3.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,15.0,,1634000.0
1055,South Sudan,Central Equatoria,4.0,2011.0,2.0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1396000.0
1056,South Sudan,Central Equatoria,7.0,2014.0,2.0,,,,,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,,1540000.0
1057,South Sudan,Central Equatoria,10.0,2014.0,1.5,,,,,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1540000.0
1058,South Sudan,Central Equatoria,1.0,2015.0,1.5,,,,,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,,1587000.0
1059,South Sudan,Central Equatoria,4.0,2015.0,1.6666666666666667,225.0,355.0,308.0,,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,,1587000.0
1060,South Sudan,Central Equatoria,6.0,2016.0,2.0,,,288.8333333333333,,6.0,0.0,0.0,0.0,7.0,35.0,0.0,0.0,0.0,4.0,,1634000.0
1061,South Sudan,Central Equatoria,6.0,2018.0,2.25,,,,,7.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,,1634000.0
1062,South Sudan,Central Equatoria,7.0,2015.0,1.5,216.11111111111111,342.625,276.06666666666666,36.0,3.0,1.0,1.0,1.0,8.0,19.0,0.0,0.0,0.0,21.0,,1587000.0
1063,South Sudan,Central Equatoria,10.0,2016.0,2.4,,,293.45,,8.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0,0.0,78.0,,1634000.0
1064,South Sudan,Central Equatoria,10.0,2015.0,1.5,,,,,3.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,14.0,,1587000.0
1065,South Sudan,Central Equatoria,10.0,2019.0,2.25,,330.0,279.0,30.0,4.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,1.0,,1634000.0
1066,South Sudan,Central Equatoria,10.0,2017.0,2.0,,,273.0,,18.0,0.0,1.0,0.0,8.0,34.0,0.0,0.0,0.0,25.0,,1634000.0
1067,South Sudan,Central Equatoria,10.0,2010.0,1.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,,1345000.0
1068,South Sudan,Central Equatoria,7.0,2009.0,1.5,205.0,340.0,268.6666666666667,195.5,,,,,,,,,,,,1292000.0
1069,South Sudan,Central Equatoria,7.0,2010.0,1.5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1345000.0
1070,South Sudan,Central Equatoria,1.0,2011.0,1.5,,,,,,,,,,,,,,,,1396000.0
1071,South Sudan,Central Equatoria,4.0,2010.0,1.5,,,,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,,1345000.0
1072,South Sudan,Central Equatoria,7.0,2011.0,2.0,,,,,,,,,,,,,,,,1396000.0
1073,South Sudan,Central Equatoria,12.0,2018.0,1.0,245.0,385.0,334.0,,8.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,13.0,,1634000.0
1074,South Sudan,Central Equatoria,4.0,2014.0,1.0,,,,,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,1540000.0
1075,South Sudan,Central Equatoria,1.0,2013.0,1.5,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1493000.0
1076,South Sudan,Central Equatoria,4.0,2013.0,1.5,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,,1493000.0
1077,South Sudan,Central Equatoria,7.0,2013.0,1.5,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1493000.0
1078,South Sudan,Central Equatoria,10.0,2012.0,1.5,,,,,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,1445000.0
1079,South Sudan,Central Equatoria,4.0,2012.0,1.5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1445000.0
1080,South Sudan,Central Equatoria,7.0,2012.0,1.5,,,,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,,1445000.0
1081,South Sudan,Central Equatoria,1.0,2012.0,1.5,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,1445000.0
1082,South Sudan,Central Equatoria,10.0,2011.0,1.5,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1396000.0
1083,South Sudan,Central Equatoria,1.0,2014.0,1.0,,,,,12.0,2.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,2.0,,1540000.0
1084,South Sudan,Central Equatoria,10.0,2013.0,1.0,,,,,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,,1493000.0
1085,South Sudan,Eastern Equatoria,2.0,2018.0,2.5,,,,,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,,1342000.0
1086,South Sudan,Eastern Equatoria,2.0,2016.0,2.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1342000.0
1087,South Sudan,Eastern Equatoria,6.0,2019.0,2.6,,,,,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,,1342000.0
1088,South Sudan,Eastern Equatoria,2.0,2019.0,2.6,,,,,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,1342000.0
1089,South Sudan,Eastern Equatoria,10.0,2010.0,1.5,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1104000.0
1090,South Sudan,Eastern Equatoria,1.0,2010.0,2.0,,,,,,,,,,,,,,,,1104000.0
1091,South Sudan,Eastern Equatoria,10.0,2009.0,2.0,,,,,1.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,6.0,,1061000.0
1092,South Sudan,Eastern Equatoria,10.0,2011.0,2.5,,,,,,,,,,,,,,,,1146000.0
1093,South Sudan,Eastern Equatoria,7.0,2011.0,2.5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1146000.0
1094,South Sudan,Eastern Equatoria,1.0,2013.0,1.6666666666666667,,,,,,,,,,,,,,,,1226000.0
1095,South Sudan,Eastern Equatoria,4.0,2013.0,1.6666666666666667,,,,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,,1226000.0
1096,South Sudan,Eastern Equatoria,10.0,2018.0,2.6,,,,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,,1342000.0
1097,South Sudan,Eastern Equatoria,1.0,2011.0,2.0,,,,,,,,,,,,,,,,1146000.0
1098,South Sudan,Eastern Equatoria,10.0,2012.0,1.6666666666666667,,,,,,,,,,,,,,,,1187000.0
1099,South Sudan,Eastern Equatoria,6.0,2017.0,2.5,,,,,6.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,1.0,,1342000.0
1100,South Sudan,Eastern Equatoria,4.0,2011.0,2.0,,,,,,,,,,,,,,,,1146000.0
1101,South Sudan,Eastern Equatoria,1.0,2014.0,2.0,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1265000.0
1102,South Sudan,Eastern Equatoria,4.0,2010.0,2.0,,,,,,,,,,,,,,,,1104000.0
1103,South Sudan,Eastern Equatoria,7.0,2014.0,2.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,1265000.0
1104,South Sudan,Eastern Equatoria,10.0,2014.0,2.0,,,,,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,1265000.0
1105,South Sudan,Eastern Equatoria,1.0,2015.0,1.6666666666666667,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,,1303000.0
1106,South Sudan,Eastern Equatoria,4.0,2015.0,2.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,,1303000.0
1107,South Sudan,Eastern Equatoria,12.0,2018.0,1.5,,,,,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,,1342000.0
1108,South Sudan,Eastern Equatoria,6.0,2016.0,2.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,1342000.0
1109,South Sudan,Eastern Equatoria,6.0,2018.0,2.5,,,,,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,,1342000.0
1110,South Sudan,Eastern Equatoria,7.0,2015.0,1.5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1303000.0
1111,South Sudan,Eastern Equatoria,10.0,2016.0,2.0,,,,,16.0,0.0,0.0,0.0,10.0,57.0,0.0,0.0,0.0,21.0,,1342000.0
1112,South Sudan,Eastern Equatoria,10.0,2015.0,1.5,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1303000.0
1113,South Sudan,Eastern Equatoria,10.0,2017.0,2.5,,,,,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,1342000.0
1114,South Sudan,Eastern Equatoria,10.0,2019.0,2.25,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1342000.0
1115,South Sudan,Eastern Equatoria,7.0,2009.0,2.0,,,,,,,,,,,,,,,,1061000.0
1116,South Sudan,Eastern Equatoria,7.0,2010.0,2.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1104000.0
1117,South Sudan,Eastern Equatoria,7.0,2012.0,2.0,,,,,,,,,,,,,,,,1187000.0
1118,South Sudan,Eastern Equatoria,10.0,2013.0,1.5,,,,,,,,,,,,,,,,1226000.0
1119,South Sudan,Eastern Equatoria,4.0,2014.0,2.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1265000.0
1120,South Sudan,Eastern Equatoria,1.0,2012.0,2.0,,,,,,,,,,,,,,,,1187000.0
1121,South Sudan,Eastern Equatoria,7.0,2013.0,1.5,,,,,,,,,,,,,,,,1226000.0
1122,South Sudan,Eastern Equatoria,4.0,2012.0,2.0,,,,,,,,,,,,,,,,1187000.0
1123,South Sudan,Jonglei,2.0,2018.0,2.6,,,,,11.0,0.0,0.0,0.0,4.0,36.0,0.0,0.0,0.0,38.0,,2012000.0
1124,South Sudan,Jonglei,2.0,2016.0,2.5,,,,,7.0,0.0,0.0,0.0,1.0,55.0,0.0,0.0,0.0,1.0,,2012000.0
1125,South Sudan,Jonglei,6.0,2019.0,2.75,,,,,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,2012000.0
1126,South Sudan,Jonglei,4.0,2015.0,2.2,,,,,3.0,0.0,0.0,0.0,2.0,30.0,0.0,0.0,0.0,1.0,,1954000.0
1127,South Sudan,Jonglei,7.0,2015.0,2.4,,,,,6.0,0.0,0.0,0.0,3.0,87.0,0.0,0.0,0.0,2.0,,1954000.0
1128,South Sudan,Jonglei,2.0,2019.0,2.75,,,,,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,,2012000.0
1129,South Sudan,Jonglei,10.0,2015.0,2.5,,,,,2.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,12.0,,1954000.0
1130,South Sudan,Jonglei,10.0,2010.0,2.0,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1656000.0
1131,South Sudan,Jonglei,10.0,2009.0,2.5,,,,,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,1591000.0
1132,South Sudan,Jonglei,7.0,2009.0,2.5,,,,,,,,,,,,,,,,1591000.0
1133,South Sudan,Jonglei,1.0,2010.0,2.0,,,,,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,1656000.0
1134,South Sudan,Jonglei,4.0,2012.0,2.25,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1779000.0
1135,South Sudan,Jonglei,4.0,2013.0,2.0,,,,,5.0,0.0,0.0,0.0,6.0,23.0,0.0,0.0,0.0,14.0,,1838000.0
1136,South Sudan,Jonglei,10.0,2018.0,2.5,,,,,2.0,1.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,16.0,,2012000.0
1137,South Sudan,Jonglei,7.0,2010.0,2.5,,,,,,,,,,,,,,,,1656000.0
1138,South Sudan,Jonglei,1.0,2011.0,2.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1719000.0
1139,South Sudan,Jonglei,10.0,2012.0,2.2,,,,,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,,1779000.0
1140,South Sudan,Jonglei,6.0,2017.0,2.5,,,,,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,,2012000.0
1141,South Sudan,Jonglei,4.0,2011.0,2.0,,,,,2.0,0.0,0.0,0.0,9.0,215.0,0.0,0.0,0.0,202.0,,1719000.0
1142,South Sudan,Jonglei,4.0,2010.0,2.5,,,,,,,,,,,,,,,,1656000.0
1143,South Sudan,Jonglei,7.0,2014.0,2.6,,,,,4.0,0.0,0.0,0.0,4.0,116.0,0.0,0.0,0.0,23.0,,1896000.0
1144,South Sudan,Jonglei,10.0,2014.0,2.0,,,,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,,1896000.0
1145,South Sudan,Jonglei,1.0,2015.0,1.8,,,,,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,1954000.0
1146,South Sudan,Jonglei,6.0,2016.0,2.4,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2012000.0
1147,South Sudan,Jonglei,10.0,2013.0,2.0,,,,,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,79.0,,1838000.0
1148,South Sudan,Jonglei,10.0,2016.0,2.4,,,,,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,,2012000.0
1149,South Sudan,Jonglei,10.0,2017.0,2.5,,,,,7.0,0.0,0.0,3.0,2.0,168.0,0.0,0.0,0.0,3.0,,2012000.0
1150,South Sudan,Jonglei,10.0,2019.0,2.6,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,2012000.0
1151,South Sudan,Jonglei,1.0,2013.0,2.0,,,,,2.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,14.0,,1838000.0
1152,South Sudan,Jonglei,7.0,2012.0,2.25,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1779000.0
1153,South Sudan,Jonglei,10.0,2011.0,2.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1719000.0
