,country,admin1,month,year,CS,pop
2064,Kenya,Kirinyaga,1.0,2014,1.5,528054.0
2065,Kenya,Kirinyaga,10.0,2019,1.5,528054.0
2066,Kenya,Kirinyaga,6.0,2018,1.0,528054.0
2067,Kenya,Kirinyaga,12.0,2018,1.0,528054.0
2068,Kenya,Kirinyaga,6.0,2016,1.0,528054.0
2069,Kenya,Kirinyaga,4.0,2014,1.5,528054.0
2070,Kenya,Kirinyaga,2.0,2016,1.0,528054.0
2071,Kenya,Kirinyaga,7.0,2014,1.5,528054.0
2072,Kenya,Kirinyaga,7.0,2011,1.5,528054.0
2073,Kenya,Kirinyaga,1.0,2013,1.5,528054.0
2074,Kenya,Kirinyaga,4.0,2013,1.5,528054.0
2075,Kenya,Kirinyaga,7.0,2013,1.5,528054.0
2076,Kenya,Kirinyaga,10.0,2012,1.5,528054.0
2077,Kenya,Kirinyaga,4.0,2012,1.5,528054.0
2078,Kenya,Kirinyaga,7.0,2012,1.5,528054.0
2079,Kenya,Kirinyaga,1.0,2012,1.5,528054.0
2080,Kenya,Kisii,1.0,2010,1.5,1152282.0
2081,Kenya,Kisii,6.0,2017,1.5,1152282.0
2082,Kenya,Kisii,10.0,2010,1.0,1152282.0
2083,Kenya,Kisii,7.0,2009,1.5,1152282.0
2084,Kenya,Kisii,10.0,2009,1.5,1152282.0
2085,Kenya,Kisii,7.0,2010,1.5,1152282.0
2086,Kenya,Kisii,1.0,2011,1.5,1152282.0
2087,Kenya,Kisii,4.0,2011,1.5,1152282.0
2088,Kenya,Kisii,4.0,2010,1.5,1152282.0
2089,Kenya,Kisii,10.0,2017,1.5,1152282.0
2090,Kenya,Kisii,2.0,2018,1.0,1152282.0
2091,Kenya,Kisii,2.0,2019,1.0,1152282.0
2092,Kenya,Kisii,6.0,2018,1.0,1152282.0
2093,Kenya,Kisii,12.0,2018,1.0,1152282.0
2094,Kenya,Kisii,10.0,2016,1.0,1152282.0
2095,Kenya,Kisii,6.0,2016,1.0,1152282.0
2096,Kenya,Kisii,4.0,2014,1.0,1152282.0
2097,Kenya,Kisii,10.0,2015,1.0,1152282.0
2098,Kenya,Kisii,7.0,2015,1.0,1152282.0
2099,Kenya,Kisii,2.0,2016,1.0,1152282.0
2100,Kenya,Kisii,7.0,2014,1.0,1152282.0
2101,Kenya,Kisii,7.0,2011,1.0,1152282.0
2102,Kenya,Kisii,6.0,2019,1.0,1152282.0
2103,Kenya,Kisii,10.0,2019,1.0,1152282.0
2104,Kenya,Kisii,1.0,2013,1.0,1152282.0
2105,Kenya,Kisii,4.0,2013,1.0,1152282.0
2106,Kenya,Kisii,7.0,2013,1.0,1152282.0
2107,Kenya,Kisii,10.0,2012,1.0,1152282.0
2108,Kenya,Kisii,4.0,2012,1.0,1152282.0
2109,Kenya,Kisii,7.0,2012,1.0,1152282.0
2110,Kenya,Kisii,1.0,2012,1.0,1152282.0
2111,Kenya,Kisii,10.0,2011,1.0,1152282.0
2112,Kenya,Kisii,1.0,2014,1.0,1152282.0
2113,Kenya,Kisii,1.0,2015,1.0,1152282.0
2114,Kenya,Kisii,10.0,2014,1.0,1152282.0
2115,Kenya,Kisii,4.0,2015,1.0,1152282.0
2116,Kenya,Kisii,10.0,2013,1.0,1152282.0
2117,Kenya,Kisumu,10.0,2010,1.0,968909.0
2118,Kenya,Kisumu,7.0,2009,1.0,968909.0
2119,Kenya,Kisumu,10.0,2009,1.0,968909.0
2120,Kenya,Kisumu,1.0,2010,1.0,968909.0
2121,Kenya,Kisumu,7.0,2010,1.0,968909.0
2122,Kenya,Kisumu,1.0,2011,1.0,968909.0
2123,Kenya,Kisumu,4.0,2011,1.0,968909.0
2124,Kenya,Kisumu,4.0,2010,1.0,968909.0
2125,Kenya,Kisumu,2.0,2018,1.0,968909.0
2126,Kenya,Kisumu,2.0,2019,1.0,968909.0
2127,Kenya,Kisumu,6.0,2018,1.0,968909.0
2128,Kenya,Kisumu,12.0,2018,1.0,968909.0
2129,Kenya,Kisumu,10.0,2016,1.0,968909.0
2130,Kenya,Kisumu,6.0,2016,1.0,968909.0
2131,Kenya,Kisumu,4.0,2014,1.0,968909.0
2132,Kenya,Kisumu,10.0,2015,1.0,968909.0
2133,Kenya,Kisumu,7.0,2015,1.0,968909.0
2134,Kenya,Kisumu,2.0,2016,1.0,968909.0
2135,Kenya,Kisumu,10.0,2017,1.0,968909.0
2136,Kenya,Kisumu,7.0,2014,1.0,968909.0
2137,Kenya,Kisumu,7.0,2011,1.0,968909.0
2138,Kenya,Kisumu,6.0,2019,1.0,968909.0
2139,Kenya,Kisumu,10.0,2019,1.0,968909.0
2140,Kenya,Kisumu,6.0,2017,1.0,968909.0
2141,Kenya,Kisumu,1.0,2013,1.0,968909.0
2142,Kenya,Kisumu,4.0,2013,1.0,968909.0
2143,Kenya,Kisumu,7.0,2013,1.0,968909.0
2144,Kenya,Kisumu,10.0,2012,1.0,968909.0
2145,Kenya,Kisumu,4.0,2012,1.0,968909.0
2146,Kenya,Kisumu,7.0,2012,1.0,968909.0
2147,Kenya,Kisumu,1.0,2012,1.0,968909.0
2148,Kenya,Kisumu,10.0,2011,1.0,968909.0
2149,Kenya,Kisumu,1.0,2014,1.0,968909.0
2150,Kenya,Kisumu,1.0,2015,1.0,968909.0
2151,Kenya,Kisumu,10.0,2014,1.0,968909.0
2152,Kenya,Kisumu,4.0,2015,1.0,968909.0
2153,Kenya,Kisumu,10.0,2013,1.0,968909.0
2154,Kenya,Kitui,2.0,2018,2.0,1012709.0
2155,Kenya,Kitui,2.0,2016,1.5,1012709.0
2156,Kenya,Kitui,6.0,2019,2.0,1012709.0
2157,Kenya,Kitui,10.0,2010,1.5,1012709.0
2158,Kenya,Kitui,10.0,2009,3.0,1012709.0
2159,Kenya,Kitui,7.0,2009,3.0,1012709.0
2160,Kenya,Kitui,1.0,2010,2.5,1012709.0
2161,Kenya,Kitui,10.0,2011,2.5,1012709.0
2162,Kenya,Kitui,7.0,2011,2.5,1012709.0
2163,Kenya,Kitui,1.0,2013,2.0,1012709.0
2164,Kenya,Kitui,10.0,2012,2.25,1012709.0
2165,Kenya,Kitui,6.0,2017,2.5,1012709.0
2166,Kenya,Kitui,2.0,2019,1.5,1012709.0
2167,Kenya,Kitui,10.0,2014,2.0,1012709.0
2168,Kenya,Kitui,1.0,2015,1.5,1012709.0
2169,Kenya,Kitui,4.0,2015,1.5,1012709.0
2170,Kenya,Kitui,12.0,2018,1.5,1012709.0
2171,Kenya,Kitui,6.0,2016,1.5,1012709.0
2172,Kenya,Kitui,6.0,2018,2.0,1012709.0
2173,Kenya,Kitui,7.0,2015,1.5,1012709.0
2174,Kenya,Kitui,10.0,2016,2.0,1012709.0
2175,Kenya,Kitui,10.0,2015,1.5,1012709.0
2176,Kenya,Kitui,10.0,2019,2.0,1012709.0
2177,Kenya,Kitui,10.0,2017,2.0,1012709.0
2178,Kenya,Kitui,7.0,2010,2.0,1012709.0
2179,Kenya,Kitui,7.0,2012,2.25,1012709.0
2180,Kenya,Kitui,1.0,2011,2.0,1012709.0
2181,Kenya,Kitui,4.0,2010,2.0,1012709.0
2182,Kenya,Kitui,4.0,2011,2.0,1012709.0
2183,Kenya,Kitui,10.0,2013,2.0,1012709.0
2184,Kenya,Kitui,1.0,2014,2.0,1012709.0
2185,Kenya,Kitui,4.0,2014,1.5,1012709.0
2186,Kenya,Kitui,7.0,2014,1.5,1012709.0
2187,Kenya,Kitui,1.0,2012,2.0,1012709.0
2188,Kenya,Kitui,4.0,2013,1.5,1012709.0
2189,Kenya,Kitui,4.0,2012,2.0,1012709.0
2190,Kenya,Kitui,7.0,2013,2.0,1012709.0
2191,Kenya,Kwale,10.0,2010,1.5,649931.0
2192,Kenya,Kwale,10.0,2009,2.0,649931.0
2193,Kenya,Kwale,1.0,2010,2.0,649931.0
2194,Kenya,Kwale,6.0,2017,2.0,649931.0
2195,Kenya,Kwale,2.0,2019,1.5,649931.0
2196,Kenya,Kwale,10.0,2014,1.5,649931.0
2197,Kenya,Kwale,2.0,2018,1.5,649931.0
2198,Kenya,Kwale,1.0,2015,1.5,649931.0
2199,Kenya,Kwale,4.0,2015,1.5,649931.0
2200,Kenya,Kwale,6.0,2019,1.5,649931.0
2201,Kenya,Kwale,7.0,2015,1.5,649931.0
2202,Kenya,Kwale,10.0,2016,1.5,649931.0
2203,Kenya,Kwale,10.0,2015,1.5,649931.0
2204,Kenya,Kwale,7.0,2009,2.5,649931.0
2205,Kenya,Kwale,7.0,2010,1.5,649931.0
2206,Kenya,Kwale,10.0,2012,2.0,649931.0
2207,Kenya,Kwale,1.0,2011,1.5,649931.0
2208,Kenya,Kwale,4.0,2011,1.5,649931.0
2209,Kenya,Kwale,4.0,2010,1.5,649931.0
2210,Kenya,Kwale,1.0,2013,2.0,649931.0
2211,Kenya,Kwale,7.0,2012,2.0,649931.0
2212,Kenya,Kwale,10.0,2017,1.5,649931.0
2213,Kenya,Kwale,10.0,2013,1.5,649931.0
2214,Kenya,Kwale,10.0,2011,2.0,649931.0
2215,Kenya,Kwale,1.0,2014,1.5,649931.0
2216,Kenya,Kwale,10.0,2019,1.5,649931.0
2217,Kenya,Kwale,6.0,2018,1.0,649931.0
2218,Kenya,Kwale,12.0,2018,1.0,649931.0
2219,Kenya,Kwale,6.0,2016,1.0,649931.0
2220,Kenya,Kwale,4.0,2014,1.5,649931.0
2221,Kenya,Kwale,2.0,2016,1.0,649931.0
2222,Kenya,Kwale,7.0,2014,1.5,649931.0
2223,Kenya,Kwale,7.0,2011,1.5,649931.0
2224,Kenya,Kwale,4.0,2013,1.5,649931.0
2225,Kenya,Kwale,7.0,2013,1.5,649931.0
2226,Kenya,Kwale,4.0,2012,1.5,649931.0
2227,Kenya,Kwale,1.0,2012,1.5,649931.0
2228,Kenya,Laikipia,2.0,2016,1.5,399227.0
2229,Kenya,Laikipia,6.0,2019,2.0,399227.0
2230,Kenya,Laikipia,10.0,2010,2.0,399227.0
2231,Kenya,Laikipia,10.0,2009,2.5,399227.0
2232,Kenya,Laikipia,7.0,2009,2.5,399227.0
2233,Kenya,Laikipia,1.0,2010,2.0,399227.0
2234,Kenya,Laikipia,1.0,2011,2.0,399227.0
2235,Kenya,Laikipia,6.0,2017,2.0,399227.0
2236,Kenya,Laikipia,4.0,2011,2.0,399227.0
2237,Kenya,Laikipia,4.0,2010,2.0,399227.0
2238,Kenya,Laikipia,2.0,2019,1.5,399227.0
2239,Kenya,Laikipia,10.0,2014,1.5,399227.0
2240,Kenya,Laikipia,2.0,2018,1.5,399227.0
2241,Kenya,Laikipia,1.0,2015,1.5,399227.0
2242,Kenya,Laikipia,4.0,2015,1.5,399227.0
2243,Kenya,Laikipia,12.0,2018,1.5,399227.0
2244,Kenya,Laikipia,6.0,2016,1.5,399227.0
2245,Kenya,Laikipia,7.0,2015,2.0,399227.0
2246,Kenya,Laikipia,10.0,2016,1.5,399227.0
2247,Kenya,Laikipia,10.0,2015,1.5,399227.0
2248,Kenya,Laikipia,10.0,2019,2.0,399227.0
2249,Kenya,Laikipia,10.0,2017,2.0,399227.0
2250,Kenya,Laikipia,7.0,2010,2.0,399227.0
2251,Kenya,Laikipia,10.0,2013,1.5,399227.0
2252,Kenya,Laikipia,10.0,2011,2.0,399227.0
2253,Kenya,Laikipia,1.0,2014,1.5,399227.0
2254,Kenya,Laikipia,7.0,2011,2.0,399227.0
2255,Kenya,Laikipia,6.0,2018,1.0,399227.0
2256,Kenya,Laikipia,4.0,2014,1.5,399227.0
2257,Kenya,Laikipia,7.0,2014,1.5,399227.0
2258,Kenya,Laikipia,1.0,2013,1.5,399227.0
2259,Kenya,Laikipia,4.0,2013,1.5,399227.0
2260,Kenya,Laikipia,7.0,2013,1.5,399227.0
2261,Kenya,Laikipia,10.0,2012,1.5,399227.0
2262,Kenya,Laikipia,4.0,2012,1.5,399227.0
2263,Kenya,Laikipia,7.0,2012,1.5,399227.0
2264,Kenya,Laikipia,1.0,2012,1.5,399227.0
2265,Kenya,Lamu,2.0,2018,2.0,101539.0
2266,Kenya,Lamu,2.0,2016,1.5,101539.0
2267,Kenya,Lamu,10.0,2010,2.0,101539.0
2268,Kenya,Lamu,7.0,2014,1.3333333333333333,101539.0
2269,Kenya,Lamu,10.0,2009,3.5,101539.0
2270,Kenya,Lamu,7.0,2009,3.5,101539.0
2271,Kenya,Lamu,1.0,2010,2.5,101539.0
2272,Kenya,Lamu,10.0,2011,3.0,101539.0
2273,Kenya,Lamu,7.0,2011,2.5,101539.0
2274,Kenya,Lamu,1.0,2013,2.0,101539.0
2275,Kenya,Lamu,4.0,2013,2.0,101539.0
2276,Kenya,Lamu,10.0,2018,1.0,101539.0
2277,Kenya,Lamu,6.0,2017,2.5,101539.0
2278,Kenya,Lamu,2.0,2019,1.5,101539.0
2279,Kenya,Lamu,10.0,2014,1.5,101539.0
2280,Kenya,Lamu,1.0,2015,1.5,101539.0
2281,Kenya,Lamu,4.0,2015,1.5,101539.0
2282,Kenya,Lamu,12.0,2018,1.5,101539.0
2283,Kenya,Lamu,6.0,2018,1.5,101539.0
2284,Kenya,Lamu,6.0,2019,1.5,101539.0
2285,Kenya,Lamu,7.0,2015,1.5,101539.0
2286,Kenya,Lamu,10.0,2016,1.5,101539.0
2287,Kenya,Lamu,10.0,2015,1.5,101539.0
2288,Kenya,Lamu,10.0,2019,2.0,101539.0
2289,Kenya,Lamu,10.0,2017,2.5,101539.0
2290,Kenya,Lamu,7.0,2010,2.0,101539.0
2291,Kenya,Lamu,10.0,2012,2.0,101539.0
2292,Kenya,Lamu,7.0,2012,2.5,101539.0
2293,Kenya,Lamu,1.0,2011,2.0,101539.0
2294,Kenya,Lamu,4.0,2010,2.0,101539.0
2295,Kenya,Lamu,4.0,2011,2.0,101539.0
2296,Kenya,Lamu,10.0,2013,2.0,101539.0
2297,Kenya,Lamu,1.0,2014,2.0,101539.0
2298,Kenya,Lamu,6.0,2016,1.0,101539.0
2299,Kenya,Lamu,1.0,2012,2.5,101539.0
2300,Kenya,Lamu,4.0,2012,2.5,101539.0
2301,Kenya,Lamu,7.0,2013,2.0,101539.0
2302,Kenya,Lamu,4.0,2014,2.0,101539.0
2303,Kenya,Machakos,10.0,2010,1.5,1098584.0
2304,Kenya,Machakos,10.0,2009,3.0,1098584.0
2305,Kenya,Machakos,7.0,2009,3.0,1098584.0
2306,Kenya,Machakos,1.0,2010,2.5,1098584.0
2307,Kenya,Machakos,10.0,2011,2.5,1098584.0
2308,Kenya,Machakos,6.0,2017,1.5,1098584.0
2309,Kenya,Machakos,2.0,2019,1.5,1098584.0
2310,Kenya,Machakos,10.0,2014,1.5,1098584.0
2311,Kenya,Machakos,2.0,2018,1.5,1098584.0
2312,Kenya,Machakos,1.0,2015,1.5,1098584.0
2313,Kenya,Machakos,4.0,2015,1.5,1098584.0
2314,Kenya,Machakos,6.0,2019,1.5,1098584.0
2315,Kenya,Machakos,7.0,2015,1.5,1098584.0
2316,Kenya,Machakos,10.0,2016,1.5,1098584.0
2317,Kenya,Machakos,10.0,2015,1.5,1098584.0
2318,Kenya,Machakos,10.0,2019,2.0,1098584.0
2319,Kenya,Machakos,7.0,2010,1.5,1098584.0
2320,Kenya,Machakos,1.0,2011,1.5,1098584.0
2321,Kenya,Machakos,4.0,2011,1.5,1098584.0
2322,Kenya,Machakos,4.0,2010,1.5,1098584.0
2323,Kenya,Machakos,10.0,2017,1.5,1098584.0
2324,Kenya,Machakos,10.0,2013,1.5,1098584.0
2325,Kenya,Machakos,1.0,2014,1.5,1098584.0
2326,Kenya,Machakos,6.0,2018,1.0,1098584.0
2327,Kenya,Machakos,12.0,2018,1.0,1098584.0
2328,Kenya,Machakos,6.0,2016,1.0,1098584.0
2329,Kenya,Machakos,4.0,2014,1.5,1098584.0
2330,Kenya,Machakos,2.0,2016,1.0,1098584.0
2331,Kenya,Machakos,7.0,2014,1.5,1098584.0
2332,Kenya,Machakos,7.0,2011,1.5,1098584.0
2333,Kenya,Machakos,1.0,2012,2.0,1098584.0
2334,Kenya,Machakos,1.0,2013,1.5,1098584.0
2335,Kenya,Machakos,4.0,2013,1.5,1098584.0
2336,Kenya,Machakos,7.0,2013,1.5,1098584.0
2337,Kenya,Machakos,10.0,2012,1.5,1098584.0
2338,Kenya,Machakos,4.0,2012,1.5,1098584.0
2339,Kenya,Machakos,7.0,2012,1.5,1098584.0
2340,Kenya,Makueni,10.0,2010,2.0,884527.0
2341,Kenya,Makueni,10.0,2009,3.5,884527.0
2342,Kenya,Makueni,7.0,2009,3.5,884527.0
2343,Kenya,Makueni,10.0,2011,3.0,884527.0
2344,Kenya,Makueni,1.0,2010,3.0,884527.0
2345,Kenya,Makueni,6.0,2017,2.0,884527.0
2346,Kenya,Makueni,2.0,2019,1.5,884527.0
2347,Kenya,Makueni,10.0,2014,1.5,884527.0
2348,Kenya,Makueni,2.0,2018,1.5,884527.0
2349,Kenya,Makueni,1.0,2015,1.5,884527.0
2350,Kenya,Makueni,4.0,2015,1.5,884527.0
2351,Kenya,Makueni,12.0,2018,1.5,884527.0
2352,Kenya,Makueni,6.0,2019,1.5,884527.0
2353,Kenya,Makueni,7.0,2015,1.5,884527.0
2354,Kenya,Makueni,10.0,2016,1.5,884527.0
2355,Kenya,Makueni,10.0,2015,1.5,884527.0
2356,Kenya,Makueni,10.0,2019,2.0,884527.0
2357,Kenya,Makueni,7.0,2010,2.0,884527.0
2358,Kenya,Makueni,10.0,2012,2.0,884527.0
2359,Kenya,Makueni,1.0,2013,2.0,884527.0
2360,Kenya,Makueni,7.0,2012,2.0,884527.0
2361,Kenya,Makueni,1.0,2011,2.0,884527.0
2362,Kenya,Makueni,4.0,2010,2.0,884527.0
2363,Kenya,Makueni,10.0,2017,1.5,884527.0
2364,Kenya,Makueni,4.0,2011,2.0,884527.0
2365,Kenya,Makueni,10.0,2013,2.0,884527.0
2366,Kenya,Makueni,1.0,2014,1.5,884527.0
2367,Kenya,Makueni,7.0,2011,2.0,884527.0
2368,Kenya,Makueni,6.0,2018,1.0,884527.0
2369,Kenya,Makueni,6.0,2016,1.0,884527.0
2370,Kenya,Makueni,4.0,2014,1.5,884527.0
2371,Kenya,Makueni,2.0,2016,1.0,884527.0
2372,Kenya,Makueni,7.0,2014,1.5,884527.0
2373,Kenya,Makueni,4.0,2013,1.5,884527.0
2374,Kenya,Makueni,4.0,2012,1.5,884527.0
2375,Kenya,Makueni,1.0,2012,2.0,884527.0
2376,Kenya,Makueni,7.0,2013,2.0,884527.0
2377,Kenya,Mandera,2.0,2018,2.0,1025756.0
2378,Kenya,Mandera,2.0,2016,1.3333333333333333,1025756.0
2379,Kenya,Mandera,6.0,2019,2.5,1025756.0
2380,Kenya,Mandera,2.0,2019,2.0,1025756.0
2381,Kenya,Mandera,10.0,2010,3.0,1025756.0
2382,Kenya,Mandera,10.0,2009,3.5,1025756.0
2383,Kenya,Mandera,1.0,2010,3.0,1025756.0
2384,Kenya,Mandera,10.0,2011,3.5,1025756.0
2385,Kenya,Mandera,1.0,2011,3.0,1025756.0
2386,Kenya,Mandera,4.0,2011,3.0,1025756.0
2387,Kenya,Mandera,7.0,2011,3.5,1025756.0
2388,Kenya,Mandera,1.0,2013,2.3333333333333335,1025756.0
2389,Kenya,Mandera,4.0,2013,2.3333333333333335,1025756.0
2390,Kenya,Mandera,10.0,2018,2.0,1025756.0
2391,Kenya,Mandera,10.0,2012,2.3333333333333335,1025756.0
2392,Kenya,Mandera,6.0,2017,2.5,1025756.0
2393,Kenya,Mandera,4.0,2010,3.0,1025756.0
2394,Kenya,Mandera,7.0,2014,2.3333333333333335,1025756.0
2395,Kenya,Mandera,10.0,2014,2.3333333333333335,1025756.0
2396,Kenya,Mandera,1.0,2015,2.5,1025756.0
2397,Kenya,Mandera,4.0,2015,2.5,1025756.0
2398,Kenya,Mandera,12.0,2018,2.0,1025756.0
2399,Kenya,Mandera,6.0,2016,1.5,1025756.0
2400,Kenya,Mandera,6.0,2018,1.75,1025756.0
2401,Kenya,Mandera,10.0,2013,2.3333333333333335,1025756.0
2402,Kenya,Mandera,7.0,2015,2.0,1025756.0
2403,Kenya,Mandera,10.0,2016,2.0,1025756.0
2404,Kenya,Mandera,10.0,2015,2.0,1025756.0
2405,Kenya,Mandera,10.0,2019,2.5,1025756.0
2406,Kenya,Mandera,10.0,2017,2.3333333333333335,1025756.0
2407,Kenya,Mandera,7.0,2009,3.0,1025756.0
2408,Kenya,Mandera,7.0,2010,2.5,1025756.0
2409,Kenya,Mandera,7.0,2012,2.5,1025756.0
2410,Kenya,Mandera,4.0,2012,2.3333333333333335,1025756.0
2411,Kenya,Mandera,1.0,2014,2.0,1025756.0
2412,Kenya,Mandera,7.0,2013,2.3333333333333335,1025756.0
2413,Kenya,Mandera,1.0,2012,2.5,1025756.0
2414,Kenya,Mandera,4.0,2014,2.0,1025756.0
2415,Kenya,Marsabit,2.0,2018,2.0,291166.0
2416,Kenya,Marsabit,2.0,2016,1.3333333333333333,291166.0
2417,Kenya,Marsabit,6.0,2019,2.5,291166.0
2418,Kenya,Marsabit,2.0,2019,2.5,291166.0
2419,Kenya,Marsabit,10.0,2010,2.5,291166.0
2420,Kenya,Marsabit,10.0,2009,3.5,291166.0
2421,Kenya,Marsabit,7.0,2009,3.5,291166.0
2422,Kenya,Marsabit,10.0,2011,2.6666666666666665,291166.0
2423,Kenya,Marsabit,1.0,2010,3.0,291166.0
2424,Kenya,Marsabit,7.0,2011,3.0,291166.0
2425,Kenya,Marsabit,1.0,2013,2.0,291166.0
2426,Kenya,Marsabit,4.0,2013,2.3333333333333335,291166.0
2427,Kenya,Marsabit,10.0,2018,2.5,291166.0
2428,Kenya,Marsabit,1.0,2011,2.5,291166.0
2429,Kenya,Marsabit,10.0,2012,1.6666666666666667,291166.0
2430,Kenya,Marsabit,6.0,2017,2.3333333333333335,291166.0
2431,Kenya,Marsabit,4.0,2011,2.5,291166.0
2432,Kenya,Marsabit,4.0,2010,2.5,291166.0
2433,Kenya,Marsabit,7.0,2014,2.3333333333333335,291166.0
2434,Kenya,Marsabit,10.0,2014,2.3333333333333335,291166.0
2435,Kenya,Marsabit,1.0,2015,2.3333333333333335,291166.0
2436,Kenya,Marsabit,4.0,2015,2.3333333333333335,291166.0
2437,Kenya,Marsabit,12.0,2018,2.0,291166.0
2438,Kenya,Marsabit,6.0,2016,1.6666666666666667,291166.0
2439,Kenya,Marsabit,6.0,2018,2.0,291166.0
2440,Kenya,Marsabit,7.0,2015,2.3333333333333335,291166.0
2441,Kenya,Marsabit,10.0,2016,2.3333333333333335,291166.0
2442,Kenya,Marsabit,10.0,2015,2.0,291166.0
2443,Kenya,Marsabit,10.0,2019,2.5,291166.0
2444,Kenya,Marsabit,10.0,2017,2.0,291166.0
2445,Kenya,Marsabit,7.0,2010,2.5,291166.0
2446,Kenya,Marsabit,7.0,2012,2.0,291166.0
2447,Kenya,Marsabit,4.0,2012,2.0,291166.0
2448,Kenya,Marsabit,10.0,2013,2.0,291166.0
2449,Kenya,Marsabit,1.0,2014,1.5,291166.0
2450,Kenya,Marsabit,4.0,2014,2.3333333333333335,291166.0
2451,Kenya,Marsabit,7.0,2013,2.0,291166.0
2452,Kenya,Marsabit,1.0,2012,2.0,291166.0
2453,Kenya,Meru,2.0,2016,1.5,1356301.0
2454,Kenya,Meru,10.0,2010,2.0,1356301.0
2455,Kenya,Meru,10.0,2009,3.0,1356301.0
2456,Kenya,Meru,7.0,2009,3.0,1356301.0
2457,Kenya,Meru,1.0,2010,2.5,1356301.0
2458,Kenya,Meru,10.0,2011,2.5,1356301.0
2459,Kenya,Meru,1.0,2011,2.0,1356301.0
2460,Kenya,Meru,6.0,2017,2.0,1356301.0
2461,Kenya,Meru,4.0,2011,2.0,1356301.0
2462,Kenya,Meru,4.0,2010,2.0,1356301.0
2463,Kenya,Meru,2.0,2019,1.5,1356301.0
2464,Kenya,Meru,10.0,2014,2.0,1356301.0
2465,Kenya,Meru,2.0,2018,1.5,1356301.0
2466,Kenya,Meru,1.0,2015,2.0,1356301.0
2467,Kenya,Meru,4.0,2015,2.0,1356301.0
2468,Kenya,Meru,12.0,2018,1.5,1356301.0
2469,Kenya,Meru,6.0,2016,1.5,1356301.0
2470,Kenya,Meru,6.0,2019,1.5,1356301.0
2471,Kenya,Meru,7.0,2015,2.0,1356301.0
2472,Kenya,Meru,10.0,2016,1.5,1356301.0
2473,Kenya,Meru,10.0,2015,2.0,1356301.0
2474,Kenya,Meru,10.0,2019,2.0,1356301.0
2475,Kenya,Meru,10.0,2017,2.0,1356301.0
2476,Kenya,Meru,7.0,2010,2.0,1356301.0
2477,Kenya,Meru,10.0,2012,2.0,1356301.0
2478,Kenya,Meru,7.0,2012,2.0,1356301.0
2479,Kenya,Meru,10.0,2013,1.5,1356301.0
2480,Kenya,Meru,1.0,2014,1.5,1356301.0
2481,Kenya,Meru,7.0,2011,2.0,1356301.0
2482,Kenya,Meru,6.0,2018,1.0,1356301.0
2483,Kenya,Meru,4.0,2014,1.5,1356301.0
2484,Kenya,Meru,7.0,2014,1.5,1356301.0
2485,Kenya,Meru,1.0,2012,2.0,1356301.0
2486,Kenya,Meru,1.0,2013,1.5,1356301.0
2487,Kenya,Meru,4.0,2013,1.5,1356301.0
2488,Kenya,Meru,7.0,2013,1.5,1356301.0
2489,Kenya,Meru,4.0,2012,2.0,1356301.0
2490,Kenya,Migori,10.0,2010,1.5,917170.0
2491,Kenya,Migori,1.0,2010,1.5,917170.0
2492,Kenya,Migori,6.0,2017,1.5,917170.0
2493,Kenya,Migori,10.0,2014,1.5,917170.0
2494,Kenya,Migori,1.0,2015,1.5,917170.0
2495,Kenya,Migori,7.0,2009,1.5,917170.0
2496,Kenya,Migori,10.0,2009,1.5,917170.0
2497,Kenya,Migori,7.0,2010,1.5,917170.0
2498,Kenya,Migori,1.0,2011,1.5,917170.0
2499,Kenya,Migori,4.0,2011,1.5,917170.0
2500,Kenya,Migori,4.0,2010,1.5,917170.0
2501,Kenya,Migori,10.0,2017,1.5,917170.0
2502,Kenya,Migori,10.0,2019,1.5,917170.0
2503,Kenya,Migori,2.0,2018,1.0,917170.0
2504,Kenya,Migori,2.0,2019,1.0,917170.0
2505,Kenya,Migori,6.0,2018,1.0,917170.0
2506,Kenya,Migori,12.0,2018,1.0,917170.0
2507,Kenya,Migori,10.0,2016,1.0,917170.0
2508,Kenya,Migori,6.0,2016,1.0,917170.0
2509,Kenya,Migori,4.0,2014,1.0,917170.0
2510,Kenya,Migori,10.0,2015,1.0,917170.0
2511,Kenya,Migori,7.0,2015,1.0,917170.0
2512,Kenya,Migori,2.0,2016,1.0,917170.0
2513,Kenya,Migori,7.0,2014,1.0,917170.0
2514,Kenya,Migori,7.0,2011,1.0,917170.0
2515,Kenya,Migori,6.0,2019,1.0,917170.0
2516,Kenya,Migori,1.0,2013,1.0,917170.0
2517,Kenya,Migori,4.0,2013,1.0,917170.0
2518,Kenya,Migori,7.0,2013,1.0,917170.0
2519,Kenya,Migori,10.0,2012,1.0,917170.0
2520,Kenya,Migori,4.0,2012,1.0,917170.0
2521,Kenya,Migori,7.0,2012,1.0,917170.0
2522,Kenya,Migori,1.0,2012,1.0,917170.0
2523,Kenya,Migori,10.0,2011,1.5,917170.0
2524,Kenya,Migori,1.0,2014,1.0,917170.0
2525,Kenya,Migori,4.0,2015,1.0,917170.0
2526,Kenya,Migori,10.0,2013,1.0,917170.0
2527,Kenya,Mombasa,10.0,2010,2.0,939370.0
2528,Kenya,Mombasa,1.0,2010,2.5,939370.0
2529,Kenya,Mombasa,10.0,2009,3.0,939370.0
2530,Kenya,Mombasa,6.0,2017,1.5,939370.0
2531,Kenya,Mombasa,2.0,2018,1.5,939370.0
