,country,admin1,month,year,CS,pop
1052,South Sudan,Central Equatoria,10.0,2009,2.0,1292000.0
1053,South Sudan,Central Equatoria,10.0,2018,2.6666666666666665,1634000.0
1054,South Sudan,Central Equatoria,6.0,2017,2.75,1634000.0
1055,South Sudan,Central Equatoria,4.0,2011,2.0,1396000.0
1056,South Sudan,Central Equatoria,7.0,2014,2.0,1540000.0
1057,South Sudan,Central Equatoria,10.0,2014,1.5,1540000.0
1058,South Sudan,Central Equatoria,1.0,2015,1.5,1587000.0
1059,South Sudan,Central Equatoria,4.0,2015,1.6666666666666667,1587000.0
1060,South Sudan,Central Equatoria,6.0,2016,2.0,1634000.0
1061,South Sudan,Central Equatoria,6.0,2018,2.25,1634000.0
1062,South Sudan,Central Equatoria,7.0,2015,1.5,1587000.0
1063,South Sudan,Central Equatoria,10.0,2016,2.4,1634000.0
1064,South Sudan,Central Equatoria,10.0,2015,1.5,1587000.0
1065,South Sudan,Central Equatoria,10.0,2019,2.25,1634000.0
1066,South Sudan,Central Equatoria,10.0,2017,2.0,1634000.0
1067,South Sudan,Central Equatoria,10.0,2010,1.0,1345000.0
1068,South Sudan,Central Equatoria,7.0,2009,1.5,1292000.0
1069,South Sudan,Central Equatoria,7.0,2010,1.5,1345000.0
1070,South Sudan,Central Equatoria,1.0,2011,1.5,1396000.0
1071,South Sudan,Central Equatoria,4.0,2010,1.5,1345000.0
1072,South Sudan,Central Equatoria,7.0,2011,2.0,1396000.0
1073,South Sudan,Central Equatoria,12.0,2018,1.0,1634000.0
1074,South Sudan,Central Equatoria,4.0,2014,1.0,1540000.0
1075,South Sudan,Central Equatoria,1.0,2013,1.5,1493000.0
1076,South Sudan,Central Equatoria,4.0,2013,1.5,1493000.0
1077,South Sudan,Central Equatoria,7.0,2013,1.5,1493000.0
1078,South Sudan,Central Equatoria,10.0,2012,1.5,1445000.0
1079,South Sudan,Central Equatoria,4.0,2012,1.5,1445000.0
1080,South Sudan,Central Equatoria,7.0,2012,1.5,1445000.0
1081,South Sudan,Central Equatoria,1.0,2012,1.5,1445000.0
1082,South Sudan,Central Equatoria,10.0,2011,1.5,1396000.0
1083,South Sudan,Central Equatoria,1.0,2014,1.0,1540000.0
1084,South Sudan,Central Equatoria,10.0,2013,1.0,1493000.0
1085,South Sudan,Eastern Equatoria,2.0,2018,2.5,1342000.0
1086,South Sudan,Eastern Equatoria,2.0,2016,2.0,1342000.0
1087,South Sudan,Eastern Equatoria,6.0,2019,2.6,1342000.0
1088,South Sudan,Eastern Equatoria,2.0,2019,2.6,1342000.0
1089,South Sudan,Eastern Equatoria,10.0,2010,1.5,1104000.0
1090,South Sudan,Eastern Equatoria,1.0,2010,2.0,1104000.0
1091,South Sudan,Eastern Equatoria,10.0,2009,2.0,1061000.0
1092,South Sudan,Eastern Equatoria,10.0,2011,2.5,1146000.0
1093,South Sudan,Eastern Equatoria,7.0,2011,2.5,1146000.0
1094,South Sudan,Eastern Equatoria,1.0,2013,1.6666666666666667,1226000.0
1095,South Sudan,Eastern Equatoria,4.0,2013,1.6666666666666667,1226000.0
1096,South Sudan,Eastern Equatoria,10.0,2018,2.6,1342000.0
1097,South Sudan,Eastern Equatoria,1.0,2011,2.0,1146000.0
1098,South Sudan,Eastern Equatoria,10.0,2012,1.6666666666666667,1187000.0
1099,South Sudan,Eastern Equatoria,6.0,2017,2.5,1342000.0
1100,South Sudan,Eastern Equatoria,4.0,2011,2.0,1146000.0
1101,South Sudan,Eastern Equatoria,1.0,2014,2.0,1265000.0
1102,South Sudan,Eastern Equatoria,4.0,2010,2.0,1104000.0
1103,South Sudan,Eastern Equatoria,7.0,2014,2.0,1265000.0
1104,South Sudan,Eastern Equatoria,10.0,2014,2.0,1265000.0
1105,South Sudan,Eastern Equatoria,1.0,2015,1.6666666666666667,1303000.0
1106,South Sudan,Eastern Equatoria,4.0,2015,2.0,1303000.0
1107,South Sudan,Eastern Equatoria,12.0,2018,1.5,1342000.0
1108,South Sudan,Eastern Equatoria,6.0,2016,2.0,1342000.0
1109,South Sudan,Eastern Equatoria,6.0,2018,2.5,1342000.0
1110,South Sudan,Eastern Equatoria,7.0,2015,1.5,1303000.0
1111,South Sudan,Eastern Equatoria,10.0,2016,2.0,1342000.0
1112,South Sudan,Eastern Equatoria,10.0,2015,1.5,1303000.0
1113,South Sudan,Eastern Equatoria,10.0,2017,2.5,1342000.0
1114,South Sudan,Eastern Equatoria,10.0,2019,2.25,1342000.0
1115,South Sudan,Eastern Equatoria,7.0,2009,2.0,1061000.0
1116,South Sudan,Eastern Equatoria,7.0,2010,2.0,1104000.0
1117,South Sudan,Eastern Equatoria,7.0,2012,2.0,1187000.0
1118,South Sudan,Eastern Equatoria,10.0,2013,1.5,1226000.0
1119,South Sudan,Eastern Equatoria,4.0,2014,2.0,1265000.0
1120,South Sudan,Eastern Equatoria,1.0,2012,2.0,1187000.0
1121,South Sudan,Eastern Equatoria,7.0,2013,1.5,1226000.0
1122,South Sudan,Eastern Equatoria,4.0,2012,2.0,1187000.0
1123,South Sudan,Jonglei,2.0,2018,2.6,2012000.0
1124,South Sudan,Jonglei,2.0,2016,2.5,2012000.0
1125,South Sudan,Jonglei,6.0,2019,2.75,2012000.0
1126,South Sudan,Jonglei,4.0,2015,2.2,1954000.0
1127,South Sudan,Jonglei,7.0,2015,2.4,1954000.0
1128,South Sudan,Jonglei,2.0,2019,2.75,2012000.0
1129,South Sudan,Jonglei,10.0,2015,2.5,1954000.0
1130,South Sudan,Jonglei,10.0,2010,2.0,1656000.0
1131,South Sudan,Jonglei,10.0,2009,2.5,1591000.0
1132,South Sudan,Jonglei,7.0,2009,2.5,1591000.0
1133,South Sudan,Jonglei,1.0,2010,2.0,1656000.0
1134,South Sudan,Jonglei,4.0,2012,2.25,1779000.0
1135,South Sudan,Jonglei,4.0,2013,2.0,1838000.0
1136,South Sudan,Jonglei,10.0,2018,2.5,2012000.0
1137,South Sudan,Jonglei,7.0,2010,2.5,1656000.0
1138,South Sudan,Jonglei,1.0,2011,2.0,1719000.0
1139,South Sudan,Jonglei,10.0,2012,2.2,1779000.0
1140,South Sudan,Jonglei,6.0,2017,2.5,2012000.0
1141,South Sudan,Jonglei,4.0,2011,2.0,1719000.0
1142,South Sudan,Jonglei,4.0,2010,2.5,1656000.0
1143,South Sudan,Jonglei,7.0,2014,2.6,1896000.0
1144,South Sudan,Jonglei,10.0,2014,2.0,1896000.0
1145,South Sudan,Jonglei,1.0,2015,1.8,1954000.0
1146,South Sudan,Jonglei,6.0,2016,2.4,2012000.0
1147,South Sudan,Jonglei,10.0,2013,2.0,1838000.0
1148,South Sudan,Jonglei,10.0,2016,2.4,2012000.0
1149,South Sudan,Jonglei,10.0,2017,2.5,2012000.0
1150,South Sudan,Jonglei,10.0,2019,2.6,2012000.0
1151,South Sudan,Jonglei,1.0,2013,2.0,1838000.0
1152,South Sudan,Jonglei,7.0,2012,2.25,1779000.0
1153,South Sudan,Jonglei,10.0,2011,2.0,1719000.0
1154,South Sudan,Jonglei,7.0,2011,2.0,1719000.0
1155,South Sudan,Jonglei,6.0,2018,2.75,2012000.0
1156,South Sudan,Jonglei,4.0,2014,1.0,1896000.0
1157,South Sudan,Jonglei,7.0,2013,2.0,1838000.0
1158,South Sudan,Jonglei,1.0,2012,2.0,1779000.0
1159,South Sudan,Jonglei,1.0,2014,1.0,1896000.0
1160,South Sudan,Lakes,2.0,2018,3.0,
1161,South Sudan,Lakes,2.0,2016,2.2,
1162,South Sudan,Lakes,6.0,2019,3.0,
1163,South Sudan,Lakes,4.0,2015,2.2,
1164,South Sudan,Lakes,7.0,2015,2.5,
1165,South Sudan,Lakes,2.0,2019,3.0,
1166,South Sudan,Lakes,1.0,2010,1.5,
1167,South Sudan,Lakes,10.0,2009,2.0,
1168,South Sudan,Lakes,10.0,2018,3.0,
1169,South Sudan,Lakes,10.0,2015,2.0,
1170,South Sudan,Lakes,6.0,2017,2.5,
1171,South Sudan,Lakes,4.0,2011,2.0,
1172,South Sudan,Lakes,7.0,2014,2.25,
1173,South Sudan,Lakes,10.0,2014,1.6666666666666667,
1174,South Sudan,Lakes,1.0,2015,1.6666666666666667,
1175,South Sudan,Lakes,6.0,2016,2.3333333333333335,
1176,South Sudan,Lakes,6.0,2018,3.0,
1177,South Sudan,Lakes,10.0,2016,2.3333333333333335,
1178,South Sudan,Lakes,10.0,2017,2.5,
1179,South Sudan,Lakes,10.0,2019,2.6666666666666665,
1180,South Sudan,Lakes,7.0,2009,1.5,
1181,South Sudan,Lakes,7.0,2010,1.5,
1182,South Sudan,Lakes,1.0,2011,1.5,
1183,South Sudan,Lakes,4.0,2010,1.5,
1184,South Sudan,Lakes,4.0,2013,2.0,
1185,South Sudan,Lakes,10.0,2013,1.5,
1186,South Sudan,Lakes,7.0,2011,2.0,
1187,South Sudan,Lakes,1.0,2013,1.5,
1188,South Sudan,Lakes,7.0,2013,2.0,
1189,South Sudan,Lakes,10.0,2012,1.5,
1190,South Sudan,Lakes,4.0,2012,1.5,
1191,South Sudan,Lakes,7.0,2012,1.5,
1192,South Sudan,Lakes,1.0,2012,1.5,
1193,South Sudan,Lakes,10.0,2011,1.5,
1194,South Sudan,Northern Bahr el Ghazal,2.0,2018,2.4,1067000.0
1195,South Sudan,Northern Bahr el Ghazal,2.0,2016,1.6666666666666667,1067000.0
1196,South Sudan,Northern Bahr el Ghazal,6.0,2019,3.0,1067000.0
1197,South Sudan,Northern Bahr el Ghazal,2.0,2019,2.8,1067000.0
1198,South Sudan,Northern Bahr el Ghazal,1.0,2010,1.5,879000.0
1199,South Sudan,Northern Bahr el Ghazal,10.0,2009,2.0,844000.0
1200,South Sudan,Northern Bahr el Ghazal,4.0,2012,2.25,944000.0
1201,South Sudan,Northern Bahr el Ghazal,10.0,2018,2.5,1067000.0
1202,South Sudan,Northern Bahr el Ghazal,1.0,2011,2.0,912000.0
1203,South Sudan,Northern Bahr el Ghazal,10.0,2012,2.0,944000.0
1204,South Sudan,Northern Bahr el Ghazal,4.0,2011,2.0,912000.0
1205,South Sudan,Northern Bahr el Ghazal,7.0,2014,2.0,1006000.0
1206,South Sudan,Northern Bahr el Ghazal,1.0,2015,2.0,1037000.0
1207,South Sudan,Northern Bahr el Ghazal,4.0,2015,1.6666666666666667,1037000.0
1208,South Sudan,Northern Bahr el Ghazal,12.0,2018,2.0,1067000.0
1209,South Sudan,Northern Bahr el Ghazal,10.0,2014,2.0,1006000.0
1210,South Sudan,Northern Bahr el Ghazal,6.0,2016,2.75,1067000.0
1211,South Sudan,Northern Bahr el Ghazal,6.0,2018,3.0,1067000.0
1212,South Sudan,Northern Bahr el Ghazal,7.0,2015,2.0,1037000.0
1213,South Sudan,Northern Bahr el Ghazal,10.0,2016,2.6,1067000.0
1214,South Sudan,Northern Bahr el Ghazal,6.0,2017,2.6,1067000.0
1215,South Sudan,Northern Bahr el Ghazal,10.0,2015,1.6666666666666667,1037000.0
1216,South Sudan,Northern Bahr el Ghazal,10.0,2017,2.8,1067000.0
1217,South Sudan,Northern Bahr el Ghazal,10.0,2019,2.6666666666666665,1067000.0
1218,South Sudan,Northern Bahr el Ghazal,7.0,2009,2.0,844000.0
1219,South Sudan,Northern Bahr el Ghazal,7.0,2010,1.5,879000.0
1220,South Sudan,Northern Bahr el Ghazal,4.0,2010,1.5,879000.0
1221,South Sudan,Northern Bahr el Ghazal,1.0,2013,2.0,975000.0
1222,South Sudan,Northern Bahr el Ghazal,7.0,2012,2.25,944000.0
1223,South Sudan,Northern Bahr el Ghazal,4.0,2013,2.0,975000.0
1224,South Sudan,Northern Bahr el Ghazal,10.0,2013,1.6666666666666667,975000.0
1225,South Sudan,Northern Bahr el Ghazal,10.0,2011,2.0,912000.0
1226,South Sudan,Northern Bahr el Ghazal,1.0,2014,1.5,1006000.0
1227,South Sudan,Northern Bahr el Ghazal,7.0,2011,2.5,912000.0
1228,South Sudan,Northern Bahr el Ghazal,4.0,2014,2.0,1006000.0
1229,South Sudan,Northern Bahr el Ghazal,7.0,2013,2.0,975000.0
1230,South Sudan,Northern Bahr el Ghazal,1.0,2012,2.0,944000.0
1231,South Sudan,Unity,2.0,2018,2.5,867000.0
1232,South Sudan,Unity,2.0,2016,2.5,867000.0
1233,South Sudan,Unity,6.0,2019,2.8,867000.0
1234,South Sudan,Unity,4.0,2015,2.0,843000.0
1235,South Sudan,Unity,7.0,2015,2.4,843000.0
1236,South Sudan,Unity,2.0,2019,2.5,867000.0
1237,South Sudan,Unity,10.0,2015,2.5,843000.0
1238,South Sudan,Unity,12.0,2018,2.0,867000.0
1239,South Sudan,Unity,1.0,2010,1.5,714000.0
1240,South Sudan,Unity,10.0,2009,2.0,686000.0
1241,South Sudan,Unity,7.0,2011,3.0,741000.0
1242,South Sudan,Unity,4.0,2012,2.6,767000.0
1243,South Sudan,Unity,1.0,2013,2.2,793000.0
1244,South Sudan,Unity,4.0,2013,2.2,793000.0
1245,South Sudan,Unity,1.0,2015,2.0,843000.0
1246,South Sudan,Unity,10.0,2018,2.8,867000.0
1247,South Sudan,Unity,1.0,2011,2.0,741000.0
1248,South Sudan,Unity,10.0,2012,2.2,767000.0
1249,South Sudan,Unity,4.0,2011,2.0,741000.0
1250,South Sudan,Unity,1.0,2014,2.0,818000.0
1251,South Sudan,Unity,7.0,2014,2.5,818000.0
1252,South Sudan,Unity,10.0,2014,1.8,818000.0
1253,South Sudan,Unity,7.0,2012,2.6,767000.0
1254,South Sudan,Unity,6.0,2016,2.4,867000.0
1255,South Sudan,Unity,6.0,2018,2.5,867000.0
1256,South Sudan,Unity,10.0,2013,2.0,793000.0
1257,South Sudan,Unity,10.0,2016,2.4,867000.0
1258,South Sudan,Unity,6.0,2017,2.6,867000.0
1259,South Sudan,Unity,10.0,2017,2.5,867000.0
1260,South Sudan,Unity,10.0,2019,2.8,867000.0
1261,South Sudan,Unity,7.0,2009,2.0,686000.0
1262,South Sudan,Unity,7.0,2010,2.0,714000.0
1263,South Sudan,Unity,4.0,2010,1.5,714000.0
1264,South Sudan,Unity,10.0,2011,2.0,741000.0
1265,South Sudan,Unity,4.0,2014,2.5,818000.0
1266,South Sudan,Unity,7.0,2013,2.0,793000.0
1267,South Sudan,Unity,1.0,2012,2.0,767000.0
1268,South Sudan,Upper Nile,2.0,2018,2.5,1428000.0
1269,South Sudan,Upper Nile,2.0,2016,2.2,1428000.0
1270,South Sudan,Upper Nile,6.0,2019,2.5,1428000.0
1271,South Sudan,Upper Nile,7.0,2015,2.4,1387000.0
1272,South Sudan,Upper Nile,2.0,2019,2.2857142857142856,1428000.0
1273,South Sudan,Upper Nile,12.0,2018,2.0,1428000.0
1274,South Sudan,Upper Nile,10.0,2009,2.5,1129000.0
1275,South Sudan,Upper Nile,7.0,2009,2.5,1129000.0
1276,South Sudan,Upper Nile,1.0,2010,2.0,1175000.0
1277,South Sudan,Upper Nile,4.0,2012,2.5,1263000.0
1278,South Sudan,Upper Nile,1.0,2013,2.0,1305000.0
1279,South Sudan,Upper Nile,4.0,2013,2.0,1305000.0
1280,South Sudan,Upper Nile,10.0,2018,2.5,1428000.0
1281,South Sudan,Upper Nile,7.0,2010,2.5,1175000.0
1282,South Sudan,Upper Nile,1.0,2011,2.0,1220000.0
1283,South Sudan,Upper Nile,10.0,2012,2.2,1263000.0
1284,South Sudan,Upper Nile,6.0,2017,2.5,1428000.0
1285,South Sudan,Upper Nile,10.0,2010,2.0,1175000.0
1286,South Sudan,Upper Nile,4.0,2011,2.0,1220000.0
1287,South Sudan,Upper Nile,1.0,2014,1.8,1346000.0
1288,South Sudan,Upper Nile,4.0,2010,2.5,1175000.0
1289,South Sudan,Upper Nile,7.0,2014,2.4,1346000.0
1290,South Sudan,Upper Nile,10.0,2014,2.0,1346000.0
1291,South Sudan,Upper Nile,1.0,2015,2.0,1387000.0
1292,South Sudan,Upper Nile,4.0,2015,2.0,1387000.0
1293,South Sudan,Upper Nile,6.0,2016,2.4,1428000.0
1294,South Sudan,Upper Nile,6.0,2018,2.5,1428000.0
1295,South Sudan,Upper Nile,10.0,2013,2.0,1305000.0
1296,South Sudan,Upper Nile,10.0,2016,2.0,1428000.0
1297,South Sudan,Upper Nile,10.0,2015,2.0,1387000.0
1298,South Sudan,Upper Nile,10.0,2017,2.5,1428000.0
1299,South Sudan,Upper Nile,10.0,2019,2.5,1428000.0
1300,South Sudan,Upper Nile,7.0,2012,2.25,1263000.0
1301,South Sudan,Upper Nile,10.0,2011,2.0,1220000.0
1302,South Sudan,Upper Nile,4.0,2014,2.4,1346000.0
1303,South Sudan,Upper Nile,7.0,2011,2.0,1220000.0
1304,South Sudan,Upper Nile,7.0,2013,2.0,1305000.0
1305,South Sudan,Upper Nile,1.0,2012,2.0,1263000.0
1306,South Sudan,Warrap,2.0,2018,2.2,
1307,South Sudan,Warrap,2.0,2016,1.6666666666666667,
1308,South Sudan,Warrap,6.0,2019,3.0,
1309,South Sudan,Warrap,2.0,2019,2.5,
1310,South Sudan,Warrap,1.0,2010,1.5,
1311,South Sudan,Warrap,10.0,2009,2.0,
1312,South Sudan,Warrap,7.0,2011,2.5,
1313,South Sudan,Warrap,4.0,2012,2.25,
1314,South Sudan,Warrap,10.0,2018,2.75,
1315,South Sudan,Warrap,1.0,2011,2.0,
1316,South Sudan,Warrap,10.0,2012,2.2,
1317,South Sudan,Warrap,6.0,2017,2.5,
1318,South Sudan,Warrap,4.0,2011,2.0,
1319,South Sudan,Warrap,7.0,2014,2.0,
1320,South Sudan,Warrap,10.0,2014,2.0,
1321,South Sudan,Warrap,1.0,2013,2.25,
1322,South Sudan,Warrap,1.0,2015,2.0,
1323,South Sudan,Warrap,4.0,2015,2.0,
1324,South Sudan,Warrap,12.0,2018,1.6666666666666667,
1325,South Sudan,Warrap,6.0,2016,2.4,
1326,South Sudan,Warrap,6.0,2018,2.25,
1327,South Sudan,Warrap,7.0,2015,2.0,
1328,South Sudan,Warrap,10.0,2016,2.2,
1329,South Sudan,Warrap,10.0,2015,1.6666666666666667,
1330,South Sudan,Warrap,10.0,2017,2.2,
1331,South Sudan,Warrap,4.0,2013,2.25,
1332,South Sudan,Warrap,10.0,2019,2.6666666666666665,
1333,South Sudan,Warrap,7.0,2009,2.0,
1334,South Sudan,Warrap,7.0,2010,2.0,
1335,South Sudan,Warrap,4.0,2010,1.5,
1336,South Sudan,Warrap,7.0,2012,2.25,
1337,South Sudan,Warrap,10.0,2013,1.6666666666666667,
1338,South Sudan,Warrap,10.0,2011,2.0,
1339,South Sudan,Warrap,1.0,2014,1.5,
1340,South Sudan,Warrap,4.0,2014,2.0,
1341,South Sudan,Warrap,7.0,2013,2.0,
1342,South Sudan,Warrap,1.0,2012,2.0,
1343,South Sudan,Western Bahr el Ghazal,2.0,2018,2.5,494000.0
1344,South Sudan,Western Bahr el Ghazal,2.0,2016,1.5,494000.0
1345,South Sudan,Western Bahr el Ghazal,6.0,2019,2.6,494000.0
1346,South Sudan,Western Bahr el Ghazal,2.0,2019,2.6,494000.0
1347,South Sudan,Western Bahr el Ghazal,1.0,2010,1.5,406000.0
1348,South Sudan,Western Bahr el Ghazal,10.0,2009,2.0,390000.0
1349,South Sudan,Western Bahr el Ghazal,10.0,2018,2.3333333333333335,494000.0
1350,South Sudan,Western Bahr el Ghazal,1.0,2011,2.0,422000.0
1351,South Sudan,Western Bahr el Ghazal,6.0,2017,2.6,494000.0
1352,South Sudan,Western Bahr el Ghazal,4.0,2011,2.0,422000.0
1353,South Sudan,Western Bahr el Ghazal,1.0,2015,1.5,480000.0
1354,South Sudan,Western Bahr el Ghazal,4.0,2015,1.5,480000.0
1355,South Sudan,Western Bahr el Ghazal,12.0,2018,1.5,494000.0
1356,South Sudan,Western Bahr el Ghazal,6.0,2016,2.5,494000.0
1357,South Sudan,Western Bahr el Ghazal,6.0,2018,2.6,494000.0
1358,South Sudan,Western Bahr el Ghazal,7.0,2015,2.0,480000.0
1359,South Sudan,Western Bahr el Ghazal,10.0,2016,2.6,494000.0
1360,South Sudan,Western Bahr el Ghazal,10.0,2015,1.5,480000.0
1361,South Sudan,Western Bahr el Ghazal,10.0,2017,2.6,494000.0
1362,South Sudan,Western Bahr el Ghazal,10.0,2019,2.25,494000.0
1363,South Sudan,Western Bahr el Ghazal,7.0,2009,2.0,390000.0
1364,South Sudan,Western Bahr el Ghazal,7.0,2010,1.5,406000.0
1365,South Sudan,Western Bahr el Ghazal,10.0,2012,2.0,437000.0
1366,South Sudan,Western Bahr el Ghazal,4.0,2010,1.5,406000.0
1367,South Sudan,Western Bahr el Ghazal,7.0,2012,2.0,437000.0
1368,South Sudan,Western Bahr el Ghazal,10.0,2013,1.5,451000.0
1369,South Sudan,Western Bahr el Ghazal,7.0,2011,2.0,422000.0
1370,South Sudan,Western Bahr el Ghazal,4.0,2014,1.0,465000.0
1371,South Sudan,Western Bahr el Ghazal,7.0,2013,2.0,451000.0
1372,South Sudan,Western Bahr el Ghazal,7.0,2014,1.5,465000.0
1373,South Sudan,Western Bahr el Ghazal,1.0,2012,2.0,437000.0
1374,South Sudan,Western Bahr el Ghazal,1.0,2013,1.5,451000.0
1375,South Sudan,Western Bahr el Ghazal,4.0,2013,1.5,451000.0
1376,South Sudan,Western Bahr el Ghazal,4.0,2012,2.0,437000.0
1377,South Sudan,Western Bahr el Ghazal,10.0,2011,1.5,422000.0
1378,South Sudan,Western Bahr el Ghazal,1.0,2014,1.0,465000.0
1379,South Sudan,Western Bahr el Ghazal,10.0,2014,1.0,465000.0
1380,South Sudan,Western Equatoria,2.0,2018,3.0,917000.0
1381,South Sudan,Western Equatoria,2.0,2016,1.5,917000.0
1382,South Sudan,Western Equatoria,6.0,2019,3.0,917000.0
1383,South Sudan,Western Equatoria,2.0,2019,3.0,917000.0
1384,South Sudan,Western Equatoria,1.0,2010,1.5,754000.0
1385,South Sudan,Western Equatoria,10.0,2018,2.5,917000.0
1386,South Sudan,Western Equatoria,6.0,2017,3.0,917000.0
1387,South Sudan,Western Equatoria,4.0,2011,2.0,783000.0
1388,South Sudan,Western Equatoria,1.0,2015,1.5,890000.0
1389,South Sudan,Western Equatoria,4.0,2015,1.5,890000.0
1390,South Sudan,Western Equatoria,6.0,2016,3.0,917000.0
1391,South Sudan,Western Equatoria,6.0,2018,3.0,917000.0
1392,South Sudan,Western Equatoria,7.0,2015,1.5,890000.0
1393,South Sudan,Western Equatoria,10.0,2016,3.0,917000.0
1394,South Sudan,Western Equatoria,10.0,2015,1.5,890000.0
1395,South Sudan,Western Equatoria,10.0,2019,2.6666666666666665,917000.0
1396,South Sudan,Western Equatoria,10.0,2017,3.0,917000.0
1397,South Sudan,Western Equatoria,7.0,2009,1.5,725000.0
1398,South Sudan,Western Equatoria,10.0,2009,1.5,725000.0
1399,South Sudan,Western Equatoria,7.0,2010,1.5,754000.0
1400,South Sudan,Western Equatoria,1.0,2011,1.5,783000.0
1401,South Sudan,Western Equatoria,4.0,2010,1.5,754000.0
1402,South Sudan,Western Equatoria,7.0,2012,2.0,811000.0
1403,South Sudan,Western Equatoria,7.0,2011,2.0,783000.0
1404,South Sudan,Western Equatoria,7.0,2014,1.5,864000.0
1405,South Sudan,Western Equatoria,1.0,2013,1.0,838000.0
1406,South Sudan,Western Equatoria,4.0,2013,1.5,838000.0
1407,South Sudan,Western Equatoria,7.0,2013,1.5,838000.0
1408,South Sudan,Western Equatoria,10.0,2012,1.0,811000.0
1409,South Sudan,Western Equatoria,4.0,2012,2.0,811000.0
1410,South Sudan,Western Equatoria,1.0,2012,1.5,811000.0
1411,South Sudan,Western Equatoria,10.0,2011,1.5,783000.0
1412,South Sudan,Western Equatoria,10.0,2014,1.0,864000.0
1413,South Sudan,Western Equatoria,10.0,2013,1.0,838000.0
1414,Uganda,Central,10.0,2010,1.5,
1415,Uganda,Central,7.0,2009,1.0,
1416,Uganda,Central,10.0,2009,1.0,
1417,Uganda,Central,1.0,2010,1.0,
1418,Uganda,Central,7.0,2010,1.0,
1419,Uganda,Central,1.0,2011,1.5,
1420,Uganda,Central,4.0,2011,1.0,
1421,Uganda,Central,4.0,2010,1.5,
1422,Uganda,Central,2.0,2018,1.0,
1423,Uganda,Central,2.0,2019,1.0,
1424,Uganda,Central,6.0,2018,1.0,
1425,Uganda,Central,12.0,2018,1.0,
1426,Uganda,Central,10.0,2016,1.0,
1427,Uganda,Central,6.0,2016,1.0,
1428,Uganda,Central,4.0,2014,1.0,
1429,Uganda,Central,10.0,2015,1.0,
1430,Uganda,Central,7.0,2015,1.0,
1431,Uganda,Central,2.0,2016,1.0,
1432,Uganda,Central,10.0,2017,1.0,
1433,Uganda,Central,7.0,2014,1.0,
1434,Uganda,Central,7.0,2011,1.0,
1435,Uganda,Central,6.0,2019,1.0,
1436,Uganda,Central,10.0,2019,1.0,
1437,Uganda,Central,6.0,2017,1.0,
1438,Uganda,Central,1.0,2013,1.0,
1439,Uganda,Central,4.0,2013,1.0,
1440,Uganda,Central,7.0,2013,1.0,
1441,Uganda,Central,10.0,2012,1.0,
1442,Uganda,Central,7.0,2012,1.0,
1443,Uganda,Central,10.0,2011,1.0,
1444,Uganda,Central,1.0,2014,1.0,
1445,Uganda,Central,1.0,2015,1.0,
1446,Uganda,Central,10.0,2014,1.0,
1447,Uganda,Central,4.0,2015,1.0,
1448,Uganda,Central,10.0,2013,1.0,
1449,Uganda,Eastern,2.0,2016,1.5,
1450,Uganda,Eastern,10.0,2010,1.5,
1451,Uganda,Eastern,1.0,2010,2.0,
1452,Uganda,Eastern,10.0,2009,2.0,
1453,Uganda,Eastern,6.0,2017,1.5,
1454,Uganda,Eastern,4.0,2010,2.0,
1455,Uganda,Eastern,7.0,2014,2.0,
1456,Uganda,Eastern,2.0,2019,1.5,
1457,Uganda,Eastern,10.0,2014,1.5,
1458,Uganda,Eastern,2.0,2018,1.5,
1459,Uganda,Eastern,1.0,2015,1.5,
1460,Uganda,Eastern,4.0,2015,1.5,
1461,Uganda,Eastern,12.0,2018,1.5,
1462,Uganda,Eastern,6.0,2016,1.5,
1463,Uganda,Eastern,6.0,2018,1.5,
1464,Uganda,Eastern,6.0,2019,1.5,
1465,Uganda,Eastern,7.0,2015,1.5,
1466,Uganda,Eastern,10.0,2016,1.5,
1467,Uganda,Eastern,10.0,2015,1.5,
1468,Uganda,Eastern,7.0,2009,2.0,
1469,Uganda,Eastern,7.0,2010,1.5,
1470,Uganda,Eastern,1.0,2011,1.5,
1471,Uganda,Eastern,4.0,2011,1.5,
1472,Uganda,Eastern,10.0,2017,1.5,
1473,Uganda,Eastern,10.0,2013,1.5,
1474,Uganda,Eastern,10.0,2011,2.0,
1475,Uganda,Eastern,1.0,2014,1.5,
1476,Uganda,Eastern,4.0,2014,1.6666666666666667,
1477,Uganda,Eastern,7.0,2011,1.5,
1478,Uganda,Eastern,10.0,2019,1.0,
1479,Uganda,Eastern,1.0,2013,1.5,
1480,Uganda,Eastern,4.0,2013,1.5,
1481,Uganda,Eastern,7.0,2013,1.5,
1482,Uganda,Eastern,10.0,2012,1.5,
1483,Uganda,Eastern,4.0,2012,1.5,
1484,Uganda,Eastern,7.0,2012,1.5,
1485,Uganda,Eastern,1.0,2012,1.5,
1486,Uganda,Northern,2.0,2018,2.5,
1487,Uganda,Northern,2.0,2016,2.0,
1488,Uganda,Northern,6.0,2019,2.6,
1489,Uganda,Northern,2.0,2019,2.5,
1490,Uganda,Northern,10.0,2010,1.5,
1491,Uganda,Northern,1.0,2010,2.0,
1492,Uganda,Northern,10.0,2009,2.0,
1493,Uganda,Northern,4.0,2013,1.6666666666666667,
1494,Uganda,Northern,10.0,2018,2.6666666666666665,
1495,Uganda,Northern,6.0,2017,2.4,
1496,Uganda,Northern,1.0,2014,2.0,
