"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DP10","DP10_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2010-12",,,,,,,,,,,,,,,,,"20.5","4,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2011-02",,,,,,,,,,,,,,,,,"20.9","5,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2011-03",,,"0","4,S","26","4,S",,,"39.0","4,S,04,+",,,"30.4","8,S","37.4","4,,,S","23.5","4,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2011-04",,,"0","3,S","26","3,S",,,"38.5","3,S,11,",,,"30.7","7,S","36.9","3,,,S","24.4","4,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2011-05",,,,,,,,,,,,,,,,,"25.6","3,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2011-06",,,"0","3,S","27","3,S",,,"37.1","3,S,09,",,,,,"35.2","3,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2011-07",,,"0","4,S","27","4,S",,,"36.5","4,S,02,",,,,,"35.0","4,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2011-12",,,"0","3,S","26","3,S",,,"36.6","3,S,28,+",,,,,"34.8","3,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2012-01",,,"0","2,S","29","2,S",,,"38.2","2,S,27,",,,"28.3","6,S","36.8","2,,,S","19.9","5,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2012-02",,,"0","3,S","26","3,S",,,"39.2","3,S,19,",,,,,"37.4","3,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2012-03",,,,,,,,,,,,,,,,,"22.6","5,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2012-07",,,"0","4,S","22","4,S",,,"35.0","4,S,27,+",,,,,"33.6","4,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2012-12",,,"0","5,S","23","5,S",,,"37.5","5,S,11,",,,,,"35.1","5,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2013-01",,,"0","2,S","27","2,S",,,"38.1","2,S,29,",,,,,"36.3","2,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2013-04",,,"0","5,S","23","5,S",,,"37.4","5,S,25,",,,,,"34.4","5,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2013-05",,,"0","2,S","28","2,S",,,"36.5","2,S,26,",,,,,"35.1","2,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2013-08",,,"0","1,S","27","1,S",,,"36.1","1,S,15,",,,,,"34.1","1,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2013-12",,,"0","4,S","25","4,S",,,"37.0","4,S,08,",,,,,"35.8","4,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2014-01",,,"0","5,S","26","5,S",,,"37.7","5,S,09,",,,"28.7","9,S","37.0","5,,,S","20.4","5,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2014-03",,,"0","3,S","26","3,S",,,"39.5","3,S,04,",,,,,"36.9","3,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2014-11",,,"0","5,S","24","5,S",,,"37.3","5,S,01,",,,,,"35.8","5,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2015-02",,,"0","4,S","24","4,S",,,"39.7","4,S,13,",,,,,"38.3","4,,,S",,
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2015-07",,,,,,,,,,,,,,,,,"25.3","5,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2015-08",,,,,,,,,,,,,,,,,"24.8","4,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2017-06",,,,,,,,,,,,,,,,,"19.8","5,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2017-11",,,,,,,,,,,,,,,,,"24.0","4,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2017-12",,,,,,,,,,,,,,,,,"20.5","4,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2018-01",,,,,,,,,,,,,,,,,"22.2","2,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2018-02",,,,,,,,,,,,,,,,,"23.1","5,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2018-05",,,,,,,,,,,,,,,,,"24.4","3,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2018-07",,,,,,,,,,,,,,,,,"24.9","5,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2019-01",,,,,,,,,,,,,,,,,"22.8","2,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2019-02",,,,,,,,,,,,,,,,,"23.2","4,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2019-04",,,,,,,,,,,,,,,,,"24.9","4,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2019-06",,,,,,,,,,,,,,,,,"24.1","3,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2019-09",,,,,,,,,,,,,,,,,"26.2","5,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2019-12",,,,,,,,,,,,,,,,,"23.7","4,,,S"
"KE000063612","LODWAR, KE","3.117","35.617","515.0","2020-02",,,,,,,,,,,,,,,,,"24.6","4,,,S"
"RWM00064387","KIGALI INTERNATIONAL, RW","-1.969","30.139","1481.0","2015-11",,,"0","5,S","0","5,S",,,"30.0","5,S,13,+",,,,,"27.7","5,,,S",,
"RWM00064387","KIGALI INTERNATIONAL, RW","-1.969","30.139","1481.0","2016-04","11","5,S",,,,,"43.9","5,,S,27,",,,"159.9","5,,,S",,,,,,
"RWM00064387","KIGALI INTERNATIONAL, RW","-1.969","30.139","1481.0","2018-03","12","3,S",,,,,"27.9","3,,S,04,",,,"121.7","3,,,S",,,,,,
"RWM00064387","KIGALI INTERNATIONAL, RW","-1.969","30.139","1481.0","2018-04","14","1,S",,,,,"59.9","1,,S,16,",,,"256.0","1,,,S",,,,,,
"RWM00064387","KIGALI INTERNATIONAL, RW","-1.969","30.139","1481.0","2018-06",,,"0","5,S","0","5,S",,,"27.9","5,S,05,",,,,,"26.1","5,,,S",,
"RWM00064387","KIGALI INTERNATIONAL, RW","-1.969","30.139","1481.0","2019-07",,,"0","4,S","0","4,S",,,"29.6","4,S,21,+",,,,,"27.9","4,,,S",,
"RWM00064387","KIGALI INTERNATIONAL, RW","-1.969","30.139","1481.0","2019-11","10","2,S",,,,,"49.0","2,,S,27,",,,"229.6","2,,,S",,,,,,
"RWM00064387","KIGALI INTERNATIONAL, RW","-1.969","30.139","1481.0","2020-03","9","5,S","0","3,S","0","3,S","73.9","5,,S,02,","29.6","3,S,18,+","279.4","5,,,S",,,"27.5","3,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2009-02",,,,,,,,,,,,,,,,,"18.5","4,,,S"
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2009-07",,,,,,,,,,,,,,,,,"13.9","1,,,S"
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2009-08",,,"0","3,S","0","3,S",,,"29.0","3,S,12,",,,,,"27.3","3,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2009-09",,,"0","4,S","0","4,S",,,"31.9","4,S,24,",,,,,"29.6","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2009-10",,,"0","3,S","2","3,S",,,"32.8","3,S,10,",,,"24.2","7,S","30.7","3,,,S","17.7","5,,,S"
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2009-12",,,"0","3,S","15","3,S",,,"33.6","3,S,22,",,,"25.1","8,S","31.0","3,,,S","19.1","5,,,S"
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2010-09",,,,,,,,,,,,,,,,,"15.4","4,,,S"
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2011-06",,,"0","4,S","0","4,S",,,"30.5","4,S,10,",,,,,"28.2","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2011-09",,,"0","5,S","0","5,S",,,"31.0","5,S,20,",,,,,"29.2","5,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2011-10",,,"0","5,S","12","5,S",,,"33.8","5,S,26,",,,,,"31.2","5,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2011-11",,,"0","2,S","7","2,S",,,"33.1","2,S,23,",,,,,"31.6","2,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2012-01",,,"0","2,S","0","2,S",,,"31.8","2,S,04,",,,,,"29.2","2,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2012-10",,,"0","3,S","8","3,S",,,"33.7","3,S,24,",,,,,"31.4","3,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2013-02",,,"0","4,S","0","4,S",,,"32.1","4,S,25,",,,,,"30.3","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2013-11",,,"0","4,S","15","4,S",,,"34.2","4,S,16,",,,,,"32.4","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2014-02",,,"0","4,S","1","4,S",,,"35.0","4,S,19,",,,,,"29.3","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2014-03",,,"0","2,S","0","2,S",,,"31.6","2,S,27,+",,,,,"29.6","2,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2014-05",,,"0","5,S","0","5,S",,,"29.5","5,S,11,",,,,,"27.8","5,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2014-10",,,"0","5,S","3","5,S",,,"34.4","5,S,17,",,,,,"31.2","5,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2015-03",,,"0","5,S","2","5,S",,,"33.0","5,S,11,",,,,,"30.4","5,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2015-07",,,"0","5,S","0","5,S",,,"30.4","5,S,31,",,,,,"27.3","5,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2015-08",,,"0","5,S","0","5,S",,,"30.4","5,S,19,",,,,,"28.3","5,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2016-04",,,"0","4,S","0","4,S",,,"30.6","4,S,22,",,,,,"28.3","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2016-05",,,"0","4,S","0","4,S",,,"30.2","4,S,17,",,,,,"28.0","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2016-06",,,"0","4,S","0","4,S",,,"28.5","4,S,17,",,,,,"26.9","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2016-08",,,,,,,,,,,,,,,,,"14.9","5,,,S"
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2016-09",,,"0","5,S","0","5,S",,,"30.5","5,S,29,",,,"21.9","0,S","28.7","5,,,S","15.2","5,,,S"
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2016-10",,,"0","4,S","4","4,S",,,"34.2","4,S,23,",,,,,"31.1","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2017-01",,,"0","3,S","11","3,S",,,"33.7","3,S,05,",,,,,"31.6","3,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2017-04",,,"0","4,S","0","4,S",,,"31.8","4,S,02,",,,,,"29.5","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2017-05",,,"0","3,S","0","3,S",,,"30.1","3,S,29,",,,,,"27.9","3,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2017-06",,,"0","3,S","0","3,S",,,"29.5","3,S,01,",,,,,"27.8","3,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2017-07",,,"0","5,S","0","5,S",,,"28.8","5,S,02,",,,,,"27.5","5,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2017-11",,,"0","1,S","14","1,S",,,"33.5","1,S,18,",,,,,"31.8","1,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2018-01","14","4,S",,,,,"224.0","4,,S,05,",,,"517.0","4,,,S",,,,,,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2018-03",,,"0","4,S","0","4,S",,,"29.6","4,S,10,",,,,,"27.8","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2018-05",,,"0","5,S","0","5,S",,,"29.5","5,S,30,",,,,,"27.9","5,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2018-08",,,"0","4,S","0","4,S",,,"29.5","4,S,27,+",,,,,"27.7","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2018-12",,,"0","3,S","8","3,S",,,"34.1","3,S,03,",,,,,"30.4","3,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2019-02",,,"0","3,S","5","3,S",,,"33.7","3,S,15,",,,,,"31.3","3,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2019-05",,,"0","4,S","0","4,S",,,"29.8","4,S,01,",,,,,"27.6","4,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2019-08",,,"0","3,S","0","3,S",,,"30.6","3,S,06,",,,,,"28.2","3,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2019-09",,,"0",",S","0",",S",,,"32.0",",S,30,",,,,,"30.0",",,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2019-10",,,"0","2,S","7","2,S",,,"33.4","2,S,22,",,,,,"30.2","2,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2019-12",,,"0","5,S","0","5,S",,,"31.6","5,S,16,",,,,,"28.8","5,,,S",,
"TZ000063862","DODOMA, TZ","-6.167","35.767","1120.0","2020-04",,,"0","5,S","0","5,S",,,"30.0","5,S,01,",,,,,"27.9","5,,,S",,
"KEM00063686","ELDORET INTERNATIONAL, KE","0.404","35.239","2115.6","2018-06","17","1,S",,,,,"45.0","1,,S,28,",,,"254.7","1,,,S",,,,,,
"KEM00063741","NAIROBI DAGORETTI, KE","-1.3","36.75","1798.0","2009-04",,,"0","5,S","0","5,S",,,"27.6","5,S,19,+",,,"20.6","7,S","25.5","5,,,S","15.8","5,,,S"
"KEM00063741","NAIROBI DAGORETTI, KE","-1.3","36.75","1798.0","2009-05",,,"0","4,S","0","4,S",,,"25.6","4,S,18,",,,,,"23.6","4,,,S",,
"KEM00063741","NAIROBI DAGORETTI, KE","-1.3","36.75","1798.0","2009-08",,,"0","3,S","0","3,S",,,"29.5","3,S,16,",,,"17.4","5,S","22.6","3,,,S","12.2","4,,,S"
"KEM00063741","NAIROBI DAGORETTI, KE","-1.3","36.75","1798.0","2009-09",,,"0","3,S","0","3,S",,,"28.8","3,S,19,",,,,,"25.6","3,,,S",,
"KEM00063741","NAIROBI DAGORETTI, KE","-1.3","36.75","1798.0","2009-10",,,"0","4,S","0","4,S",,,"27.9","4,S,08,",,,,,"24.5","4,,,S",,
"KEM00063741","NAIROBI DAGORETTI, KE","-1.3","36.75","1798.0","2010-06",,,"0","5,S","0","5,S",,,"24.9","5,S,28,",,,,,"21.8","5,,,S",,
"KEM00063741","NAIROBI DAGORETTI, KE","-1.3","36.75","1798.0","2010-09",,,"0","2,S","0","2,S",,,"27.5","2,S,27,+",,,"18.3","4,S","24.3","2,,,S","12.2","4,,,S"
"KEM00063741","NAIROBI DAGORETTI, KE","-1.3","36.75","1798.0","2011-06",,,"0","4,S","0","4,S",,,"26.4","4,S,11,+",,,,,"23.6","4,,,S",,
"KEM00063741","NAIROBI DAGORETTI, KE","-1.3","36.75","1798.0","2019-04",,,"0","4,S","0","4,S",,,"29.5","4,S,21,",,,"21.7","8,S","27.3","4,,,S","16.2","4,,,S"
"KEM00063741","NAIROBI DAGORETTI, KE","-1.3","36.75","1798.0","2019-05",,,,,,,,,,,,,,,,,"15.1","3,,,S"
"KEM00063741","NAIROBI DAGORETTI, KE","-1.3","36.75","1798.0","2019-10","15","4,S",,,,,"53.1","4,,S,19,",,,"242.9","4,,,S",,,,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2009-01",,,,,,,,,,,,,,,,,"24.4","5,,,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2009-05",,,"0","1,S","0","1,S",,,"31.3","1,S,08,",,,,,"30.3","1,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2009-08",,,"0","4,S","0","4,S",,,"31.0","4,S,23,",,,,,"30.1","4,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2009-09",,,"0","3,S","2","3,S",,,"32.5","3,S,22,",,,,,"31.3","3,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2010-11","13","4,S",,,,,"30.0","4,,S,15,",,,"178.2","4,,,S",,,,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2011-04","16","4,S",,,,,"119.9","4,,S,20,",,,"419.9","4,,,S",,,,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2011-08",,,"0","5,S","0","5,S",,,"32.0","5,S,23,",,,,,"29.9","5,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2011-11",,,"0","5,S","3","5,S",,,"32.8","5,S,23,",,,"27.0","7,S","30.7","5,,,S","23.4","4,,,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2013-03","15","5,S",,,,,"53.1","5,,S,11,",,,"291.8","5,,,S",,,,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2013-08",,,"0","2,S","0","2,S",,,"30.8","2,S,25,+",,,,,"29.7","2,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2014-02",,,"0","3,S","17","3,S",,,"35.4","3,S,06,",,,,,"32.6","3,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2014-03",,,"0","4,S","14","4,S",,,"35.2","4,S,25,",,,,,"31.7","4,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2015-02",,,"0","4,S","24","4,S",,,"36.0","4,S,15,",,,,,"34.1","4,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2015-06",,,"0","3,S","0","3,S",,,"31.0","3,S,06,+",,,,,"30.0","3,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2015-10",,,"0","5,S","17","5,S",,,"34.2","5,S,27,+",,,,,"32.6","5,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2016-04","15","3,S",,,,,"83.1","3,,S,17,",,,"453.2","3,,,S",,,,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2016-06",,,"0","5,S","0","5,S",,,"32.0","5,S,05,",,,,,"30.7","5,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2016-12",,,"0","5,S","20","5,S",,,"33.8","5,S,25,",,,"28.5","7,S","32.6","5,,,S","24.4","5,,,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2017-01",,,"0","5,S","26","5,S",,,"35.5","5,S,29,+",,,,,"33.9","5,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2017-02",,,"0","5,S","23","5,S",,,"36.0","5,S,20,+",,,,,"34.6","5,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2017-03",,,"0","3,S","24","3,S",,,"38.5","3,S,04,",,,,,"34.6","3,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2017-07",,,"0","5,S","0","5,S",,,"31.0","5,S,31,",,,"26.4","8,S","30.0","5,,,S","22.8","4,,,S"
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2017-11",,,"0","2,S","8","2,S",,,"33.5","2,S,15,",,,,,"31.6","2,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2018-01",,,"0","4,S","14","4,S",,,"36.0","4,S,02,",,,,,"31.8","4,,,S",,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2019-10","18","5,S",,,,,"94.0","5,,S,23,",,,"443.1","5,,,S",,,,,,
"TZM00063870","ZANZIBAR, TZ","-6.222","39.225","16.5","2019-11",,,,,,,,,,,,,,,,,"24.6","5,,,S"
"SU000062640","ABU HAMED, SU","19.533","33.317","312.0","2009-04",,,"0","3,S","27","3,S",,,"45.2","3,S,26,+",,,,,"42.0","3,,,S",,
"SU000062640","ABU HAMED, SU","19.533","33.317","312.0","2009-05",,,"0","3,S","27","3,S",,,"46.7","3,S,05,+",,,"33.7","5,S","42.1","3,,,S","25.4","3,,,S"
"SU000062640","ABU HAMED, SU","19.533","33.317","312.0","2009-06",,,"0","5,S","25","5,S",,,"46.7","5,S,22,",,,,,"44.8","5,,,S",,
"SU000062640","ABU HAMED, SU","19.533","33.317","312.0","2013-11",,,"0","4,S","21","4,S",,,"39.0","4,S,07,+",,,"26.7","6,S","34.9","4,,,S","18.5","3,,,S"
"SU000062641","PORT SUDAN, SU","19.583","37.217","42.0","2013-10",,,"0","5,S","26","5,S",,,"39.0","5,S,03,",,,,,"35.1","5,,,S",,
"SU000062641","PORT SUDAN, SU","19.583","37.217","42.0","2013-11",,,"0","4,S","8","4,S",,,"39.0","4,S,07,",,,,,"32.3","4,,,S",,
"SU000062641","PORT SUDAN, SU","19.583","37.217","42.0","2013-12",,,"0","4,S","1","4,S",,,"32.5","4,S,05,",,,,,"28.9","4,,,S",,
"SU000062762","SENNAR, SU","13.55","33.617","418.0","2009-05",,,"0","5,S","26","5,S",,,"45.7","5,S,20,",,,,,"41.6","5,,,S",,
"SU000062781","EN NAHUD, SU","12.7","28.433","564.0","2009-05",,,"0","4,S","27","4,S",,,"44.0","4,S,19,",,,,,"40.9","4,,,S",,
"SUM00062751","WAD MEDANI, SU","14.4","33.483","408.0","2009-05",,,"0","5,S","26","5,S",,,"46.0","5,S,06,",,,,,"42.8","5,,,S",,
"SUM00062751","WAD MEDANI, SU","14.4","33.483","408.0","2013-11",,,"0","3,S","27","3,S",,,"41.2","3,S,05,",,,"28.2","6,S","38.0","3,,,S","18.5","4,,,S"
"SUM00062795","ABU NA AMA, SU","12.733","34.133","445.0","2009-04",,,"0","5,S","25","5,S",,,"45.2","5,S,22,",,,,,"42.8","5,,,S",,
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2009-02",,,,,,,,,,,,,,,,,"11.4","4,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2009-10",,,,,,,,,,,,,,,,,"11.4","4,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2009-12",,,,,,,,,,,,,,,,,"12.0","5,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2010-06",,,"0","5,S","7","5,S",,,"33.0","5,S,15,",,,"23.6","5,S","31.5","5,,,S","15.8","3,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2010-07",,,"0","3,S","1","3,S",,,"32.3","3,S,03,",,,,,"28.4","3,,,S",,
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2010-09",,,"0","4,S","0","4,S",,,"29.2","4,S,10,",,,"20.7","5,S","27.0","4,,,S","14.4","3,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2010-11",,,"0","5,S","0","5,S",,,"28.0","5,S,22,",,,"17.6","7,S","25.9","5,,,S","9.4","2,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2011-01",,,,,,,,,,,,,,,,,"11.1","4,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2011-03",,,"0","1,S","0","1,S",,,"30.6","1,S,05,",,,"19.2","6,S","26.5","1,,,S","11.8","5,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2013-05",,,"0","4,S","0","4,S",,,"31.5","4,S,30,",,,"22.6","6,S","29.8","4,,,S","15.3","2,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2013-07","21","2,S","0","3,S","0","3,S","53.1","2,,S,17,","31.3","3,S,03,","341.6","2,,,S","22.0","5,S","28.2","3,,,S","15.8","4,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2013-08","14","5,S",,,,,"40.9","5,,S,30,",,,"212.1","5,,,S",,,,,,
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2013-12",,,"0","4,S","0","4,S",,,"27.2","4,S,04,",,,"16.0","8,S","24.8","4,,,S","7.2","5,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2014-01",,,,,,,,,,,,,,,,,"10.0","5,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2014-02",,,"0","4,S","0","4,S",,,"29.5","4,S,02,",,,"19.7","6,S","26.0","4,,,S","13.4","5,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2014-05",,,"0","4,S","0","4,S",,,"30.5","4,S,17,",,,,,"28.4","4,,,S",,
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2014-06",,,"0","5,S","3","5,S",,,"33.0","5,S,18,",,,"22.9","7,S","31.0","5,,,S","14.9","4,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2014-07",,,"0","5,S","3","5,S",,,"32.9","5,S,01,",,,,,"29.6","5,,,S",,
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2014-09",,,"0","3,S","0","3,S",,,"28.5","3,S,02,",,,"20.3","3,S","26.7","3,,,S","14.0","2,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2014-10",,,"0","4,S","0","4,S",,,"27.2","4,S,27,",,,"18.6","5,S","25.6","4,,,S","11.6","1,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2016-04",,,,,,,,,,,,,,,,,"16.0","5,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2016-05",,,"0","2,S","0","2,S",,,"30.9","2,S,30,",,,"22.0","7,S","28.9","2,,,S","15.1","5,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2016-06",,,,,,,,,,,,,,,,,"15.1","3,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2016-10",,,"0",",S","0",",S",,,"28.6",",S,11,",,,"19.2","1,S","27.4",",,,S","11.1","1,,,S"
"ET000063333","COMBOLCHA, ET","11.117","39.733","1903.0","2016-11",,,"0","2,S","0","2,S",,,"28.7","2,S,24,",,,,,"26.3","2,,,S",,
